yr,ts,j,value
1998,taxes,rec,3.0700000000000003
1998,taxes,con,0.6910000000000001
1998,taxes,eec,0.057
1998,taxes,pub,0.725
1998,taxes,fbt,11.462
1998,taxes,ins,9.886000000000001
1998,taxes,tex,0.038
1998,taxes,leg,4.037
1998,taxes,uti,17.205000000000002
1998,taxes,nmp,0.073
1998,taxes,brd,22.664
1998,taxes,bnk,0.929
1998,taxes,ore,0.457
1998,taxes,edu,0.39
1998,taxes,ote,0.05
1998,taxes,man,0.443
1998,taxes,mch,0.125
1998,taxes,dat,0.421
1998,taxes,amd,8.823
1998,taxes,oil,2.978
1998,taxes,hos,1.162
1998,taxes,rnt,4.929
1998,taxes,pla,0.24
1998,taxes,fof,0.264
1998,taxes,tsv,2.192
1998,taxes,nrs,0.791
1998,taxes,sec,0.506
1998,taxes,art,2.3890000000000002
1998,taxes,mov,1.2690000000000001
1998,taxes,fpd,0.027
1998,taxes,pri,0.058
1998,taxes,grd,0.128
1998,taxes,pip,0.029
1998,taxes,sle,0.25
1998,taxes,osv,5.9270000000000005
1998,taxes,trn,0.257
1998,taxes,smn,0.045
1998,taxes,fmt,0.181
1998,taxes,pet,0.11
1998,taxes,mvt,21.596
1998,taxes,cep,0.243
1998,taxes,wst,0.53
1998,taxes,mot,0.167
1998,taxes,adm,2.736
1998,taxes,soc,0.252
1998,taxes,alt,0.02
1998,taxes,pmt,0.099
1998,taxes,trk,0.342
1998,taxes,gmt,23.716
1998,taxes,wtt,0.121
1998,taxes,wpd,0.088
1998,taxes,wht,120.735
1998,taxes,wrh,0.035
1998,taxes,ott,52.211
1998,taxes,che,0.538
1998,taxes,air,8.544
1998,taxes,mmf,0.114
1998,taxes,otr,0.114
1998,taxes,min,1.432
1998,subsidies,agr,10.53
1998,subsidies,hou,10.864
1998,subsidies,fen,0.9400000000000001
1998,subsidies,bnk,0.047
1998,subsidies,ore,1.85
1998,subsidies,sle,11.218
1998,subsidies,trn,0.868
1998,subsidies,wtt,0.052000000000000005
1998,subsidies,air,-0.001
2004,taxes,ppd,0.099
2004,taxes,res,27.203
2004,taxes,com,1.489
2004,taxes,amb,0.744
2004,taxes,fbp,15.034
2004,taxes,rec,4.214
2004,taxes,con,1.014
2004,taxes,eec,0.064
2004,taxes,pub,0.877
2004,taxes,fbt,12.803
2004,taxes,ins,14.976
2004,taxes,tex,0.033
2004,taxes,leg,18.108
2004,taxes,uti,22.457
2004,taxes,nmp,0.091
2004,taxes,brd,31.509
2004,taxes,bnk,1.186
2004,taxes,ore,0.647
2004,taxes,edu,0.437
2004,taxes,ote,0.056
2004,taxes,man,0.653
2004,taxes,mch,0.13
2004,taxes,dat,0.672
2004,taxes,amd,11.201
2004,taxes,oil,5.912
2004,taxes,hos,0.854
2004,taxes,rnt,6.2250000000000005
2004,taxes,pla,0.272
2004,taxes,fof,0.28400000000000003
2004,taxes,tsv,2.54
2004,taxes,nrs,0.774
2004,taxes,sec,0.644
2004,taxes,art,3.825
2004,taxes,mov,1.98
2004,taxes,fpd,0.034
2004,taxes,pri,0.056
2004,taxes,grd,0.157
2004,taxes,pip,0.027
2004,taxes,sle,0.377
2004,taxes,osv,7.304
2004,taxes,trn,0.37
2004,taxes,smn,0.064
2004,taxes,fmt,0.217
2004,taxes,pet,0.154
2004,taxes,mvt,29.875
2004,taxes,cep,0.225
2004,taxes,wst,0.744
2004,taxes,mot,0.22
2004,taxes,adm,3.1910000000000003
2004,taxes,soc,0.437
2004,taxes,alt,0.014
2004,taxes,pmt,0.096
2004,taxes,trk,0.395
2004,taxes,gmt,29.182000000000002
2004,taxes,wtt,0.14100000000000001
2004,taxes,wpd,0.113
2004,taxes,wht,142.746
2004,taxes,wrh,0.046
2004,taxes,ott,68.453
2004,taxes,che,0.523
2004,taxes,air,12.42
2004,taxes,mmf,0.132
2004,taxes,otr,0.133
2004,taxes,min,1.881
2004,subsidies,agr,11.068
2004,subsidies,hou,13.933
2004,subsidies,fen,2.115
2004,subsidies,bnk,0.037
2004,subsidies,ore,1.9020000000000001
2004,subsidies,sle,14.8
2004,subsidies,trn,1.606
2004,subsidies,trk,0.02
2004,subsidies,wtt,0.889
2004,subsidies,air,0.017
2000,taxes,ppd,0.093
2000,taxes,res,21.195
2000,taxes,com,1.814
2000,taxes,amb,0.511
2000,taxes,fbp,13.425
2000,taxes,rec,3.685
2000,taxes,con,0.8210000000000001
2000,taxes,eec,0.064
2000,taxes,pub,0.8280000000000001
2000,taxes,fbt,11.374
2000,taxes,ins,10.135
2000,taxes,tex,0.021
2000,taxes,leg,4.396
2000,taxes,uti,18.48
2000,taxes,nmp,0.082
2000,taxes,brd,27.414
2000,taxes,bnk,0.937
2000,taxes,ore,0.51
2000,taxes,edu,0.437
2000,taxes,ote,0.048
2000,taxes,man,0.47700000000000004
2000,taxes,mch,0.131
2000,taxes,dat,0.608
2000,taxes,amd,10.264
2000,taxes,oil,4.466
2000,taxes,hos,1.214
2000,taxes,rnt,5.632
2000,taxes,pla,0.263
2000,taxes,fof,0.323
2000,taxes,tsv,2.302
2000,taxes,nrs,0.811
2000,taxes,sec,0.648
2000,taxes,art,2.802
2000,taxes,mov,1.5090000000000001
2000,taxes,fpd,0.03
2000,taxes,pri,0.059000000000000004
2000,taxes,grd,0.137
2000,taxes,pip,0.038
2000,taxes,sle,0.289
2000,taxes,osv,6.573
2000,taxes,trn,0.259
2000,taxes,smn,0.047
2000,taxes,fmt,0.20500000000000002
2000,taxes,pet,0.127
2000,taxes,mvt,25.678
2000,taxes,cep,0.28600000000000003
2000,taxes,wst,0.5750000000000001
2000,taxes,mot,0.178
2000,taxes,adm,2.811
2000,taxes,soc,0.301
2000,taxes,alt,0.017
2000,taxes,pmt,0.101
2000,taxes,trk,0.372
2000,taxes,gmt,26.077
2000,taxes,wtt,0.133
2000,taxes,wpd,0.095
2000,taxes,wht,128.016
2000,taxes,wrh,0.039
2000,taxes,ott,60.145
2000,taxes,che,0.536
2000,taxes,air,10.128
2000,taxes,mmf,0.126
2000,taxes,otr,0.129
2000,taxes,min,1.532
2000,subsidies,agr,19.96
2000,subsidies,hou,9.583
2000,subsidies,fen,1.209
2000,subsidies,bnk,0.079
2000,subsidies,ore,3.262
2000,subsidies,sle,10.601
2000,subsidies,trn,1.088
2000,subsidies,wtt,0.057
2000,subsidies,air,0.001
1997,taxes,ppd,0.091
1997,taxes,res,17.582
1997,taxes,com,1.018
1997,taxes,amb,0.452
1997,taxes,fbp,12.195
1997,taxes,rec,2.906
1997,taxes,con,0.631
1997,taxes,eec,0.056
1997,taxes,pub,0.671
1997,taxes,fbt,11.254
1997,taxes,ins,9.469
1997,taxes,tex,0.037
1997,taxes,leg,2.991
1997,taxes,uti,16.98
1997,taxes,nmp,0.069
1997,taxes,brd,21.259
1997,taxes,bnk,0.893
1997,taxes,ore,0.41200000000000003
1997,taxes,edu,0.369
1997,taxes,ote,0.048
1997,taxes,man,0.394
1997,taxes,mch,0.125
1997,taxes,dat,0.382
1997,taxes,amd,8.264
1997,taxes,oil,3.973
1997,taxes,hos,1.099
1997,taxes,rnt,4.5040000000000004
1997,taxes,pla,0.292
1997,taxes,fof,0.319
1997,taxes,tsv,2.0460000000000003
1997,taxes,nrs,0.734
1997,taxes,sec,0.361
1997,taxes,art,1.989
1997,taxes,mov,1.047
1997,taxes,fpd,0.025
1997,taxes,pri,0.057
1997,taxes,grd,0.122
1997,taxes,pip,0.031
1997,taxes,sle,0.248
1997,taxes,osv,5.634
1997,taxes,trn,0.232
1997,taxes,smn,0.044
1997,taxes,fmt,0.196
1997,taxes,pet,0.11800000000000001
1997,taxes,mvt,21.55
1997,taxes,cep,0.217
1997,taxes,wst,0.504
1997,taxes,mot,0.169
1997,taxes,adm,2.529
1997,taxes,soc,0.232
1997,taxes,alt,0.022
1997,taxes,pmt,0.1
1997,taxes,trk,0.326
1997,taxes,gmt,22.151
1997,taxes,wtt,0.139
1997,taxes,wpd,0.082
1997,taxes,wht,116.04
1997,taxes,wrh,0.033
1997,taxes,ott,48.298
1997,taxes,che,0.561
1997,taxes,air,6.719
1997,taxes,mmf,0.126
1997,taxes,otr,0.109
1997,taxes,min,1.537
1997,subsidies,agr,6.357
1997,subsidies,hou,10.957
1997,subsidies,fen,0.927
1997,subsidies,bnk,0.037
1997,subsidies,ore,1.139
1997,subsidies,sle,13.138
1997,subsidies,trn,1.118
1997,subsidies,wtt,0.117
1997,subsidies,air,0.02
2007,taxes,ppd,0.114
2007,taxes,res,33.68
2007,taxes,com,2.146
2007,taxes,amb,0.921
2007,taxes,fbp,16.241
2007,taxes,rec,5.2090000000000005
2007,taxes,con,1.46
2007,taxes,eec,0.083
2007,taxes,pub,0.977
2007,taxes,fbt,16.167
2007,taxes,ins,16.497
2007,taxes,tex,0.036000000000000004
2007,taxes,leg,20.346
2007,taxes,uti,28.41
2007,taxes,nmp,0.112
2007,taxes,brd,31.93
2007,taxes,bnk,1.387
2007,taxes,ore,0.86
2007,taxes,edu,0.54
2007,taxes,ote,0.076
2007,taxes,man,0.866
2007,taxes,mch,0.176
2007,taxes,dat,0.801
2007,taxes,amd,15.187000000000001
2007,taxes,oil,10.907
2007,taxes,hos,1.425
2007,taxes,rnt,8.321
2007,taxes,pla,0.053
2007,taxes,fof,0.507
2007,taxes,tsv,3.357
2007,taxes,nrs,1.432
2007,taxes,sec,1.086
2007,taxes,art,4.907
2007,taxes,mov,2.533
2007,taxes,fpd,0.039
2007,taxes,pri,0.06
2007,taxes,grd,0.234
2007,taxes,pip,0.04
2007,taxes,sle,0.458
2007,taxes,osv,8.759
2007,taxes,trn,0.432
2007,taxes,smn,0.151
2007,taxes,fmt,0.133
2007,taxes,pet,0.222
2007,taxes,mvt,32.629
2007,taxes,cep,0.271
2007,taxes,wst,0.994
2007,taxes,mot,0.134
2007,taxes,adm,3.989
2007,taxes,soc,0.555
2007,taxes,alt,0.014
2007,taxes,pmt,0.131
2007,taxes,trk,0.47300000000000003
2007,taxes,gmt,33.848
2007,taxes,wtt,0.10200000000000001
2007,taxes,wpd,0.116
2007,taxes,wht,162.508
2007,taxes,wrh,0.061
2007,taxes,ott,80.09400000000001
2007,taxes,che,0.549
2007,taxes,air,13.926
2007,taxes,mmf,0.077
2007,taxes,otr,0.17300000000000001
2007,taxes,min,2.684
2007,subsidies,agr,10.620000000000001
2007,subsidies,hou,21.409
2007,subsidies,tex,0.005
2007,subsidies,fen,3.044
2007,subsidies,bnk,0.045
2007,subsidies,ore,1.283
2007,subsidies,sle,16.099
2007,subsidies,trn,1.498
2007,subsidies,trk,0.013000000000000001
2007,subsidies,wtt,0.47400000000000003
2007,subsidies,air,0.094
2010,taxes,ppd,0.10400000000000001
2010,taxes,res,36.817
2010,taxes,com,2.459
2010,taxes,amb,1.064
2010,taxes,fbp,26.123
2010,taxes,rec,5.73
2010,taxes,con,1.096
2010,taxes,eec,0.084
2010,taxes,pub,0.98
2010,taxes,fbt,17.351
2010,taxes,ins,16.649
2010,taxes,tex,0.029
2010,taxes,leg,7.511
2010,taxes,uti,29.928
2010,taxes,nmp,0.088
2010,taxes,brd,28.364
2010,taxes,bnk,1.3860000000000001
2010,taxes,ore,0.882
2010,taxes,edu,0.664
2010,taxes,ote,0.07200000000000001
2010,taxes,man,0.977
2010,taxes,mch,0.166
2010,taxes,dat,0.6960000000000001
2010,taxes,amd,15.774000000000001
2010,taxes,oil,9.429
2010,taxes,hos,1.561
2010,taxes,rnt,7.922000000000001
2010,taxes,pla,0.012
2010,taxes,fof,0.526
2010,taxes,tsv,3.596
2010,taxes,nrs,1.713
2010,taxes,sec,0.86
2010,taxes,art,4.9590000000000005
2010,taxes,mov,2.598
2010,taxes,fpd,0.029
2010,taxes,pri,0.051000000000000004
2010,taxes,grd,0.744
2010,taxes,pip,0.043000000000000003
2010,taxes,sle,0.501
2010,taxes,osv,8.809000000000001
2010,taxes,trn,0.739
2010,taxes,smn,0.158
2010,taxes,fmt,0.076
2010,taxes,pet,0.243
2010,taxes,mvt,28.953
2010,taxes,cep,0.268
2010,taxes,wst,1.18
2010,taxes,mot,0.107
2010,taxes,adm,4.014
2010,taxes,soc,0.641
2010,taxes,alt,0.012
2010,taxes,pmt,0.097
2010,taxes,trk,0.492
2010,taxes,gmt,34.646
2010,taxes,wtt,0.097
2010,taxes,wpd,0.079
2010,taxes,wht,159.719
2010,taxes,wrh,0.069
2010,taxes,ott,78.58200000000001
2010,taxes,che,0.509
2010,taxes,air,12.677
2010,taxes,mmf,0.065
2010,taxes,otr,0.19
2010,taxes,min,2.968
2010,subsidies,agr,10.516
2010,subsidies,eec,0.9410000000000001
2010,subsidies,hou,16.235
2010,subsidies,tex,0.005
2010,subsidies,fen,3.323
2010,subsidies,brd,0.116
2010,subsidies,bnk,0.605
2010,subsidies,ore,1.875
2010,subsidies,hos,0.578
2010,subsidies,sle,17.962
2010,subsidies,trn,2.781
2010,subsidies,pet,0.132
2010,subsidies,mvt,0.312
2010,subsidies,wtt,0.202
2010,subsidies,che,0.016
2010,subsidies,air,0.20500000000000002
2003,taxes,ppd,0.095
2003,taxes,res,25.305
2003,taxes,com,1.399
2003,taxes,amb,0.661
2003,taxes,fbp,14.834
2003,taxes,rec,3.931
2003,taxes,con,0.907
2003,taxes,eec,0.06
2003,taxes,pub,0.8270000000000001
2003,taxes,fbt,11.939
2003,taxes,ins,13.499
2003,taxes,tex,0.031
2003,taxes,leg,13.547
2003,taxes,uti,21.513
2003,taxes,nmp,0.08600000000000001
2003,taxes,brd,30.337
2003,taxes,bnk,1.131
2003,taxes,ore,0.594
2003,taxes,edu,0.40900000000000003
2003,taxes,ote,0.051000000000000004
2003,taxes,man,0.5730000000000001
2003,taxes,mch,0.12
2003,taxes,dat,0.63
2003,taxes,amd,10.649000000000001
2003,taxes,oil,4.72
2003,taxes,hos,0.881
2003,taxes,rnt,6.001
2003,taxes,pla,0.21
2003,taxes,fof,0.332
2003,taxes,tsv,2.329
2003,taxes,nrs,0.8160000000000001
2003,taxes,sec,0.633
2003,taxes,art,3.371
2003,taxes,mov,1.764
2003,taxes,fpd,0.03
2003,taxes,pri,0.054
2003,taxes,grd,0.161
2003,taxes,pip,0.03
2003,taxes,sle,0.35000000000000003
2003,taxes,osv,6.793
2003,taxes,trn,0.352
2003,taxes,smn,0.057
2003,taxes,fmt,0.177
2003,taxes,pet,0.131
2003,taxes,mvt,28.697
2003,taxes,cep,0.213
2003,taxes,wst,0.682
2003,taxes,mot,0.188
2003,taxes,adm,2.931
2003,taxes,soc,0.394
2003,taxes,alt,0.014
2003,taxes,pmt,0.08700000000000001
2003,taxes,trk,0.39
2003,taxes,gmt,27.474
2003,taxes,wtt,0.113
2003,taxes,wpd,0.1
2003,taxes,wht,133.886
2003,taxes,wrh,0.04
2003,taxes,ott,63.309000000000005
2003,taxes,che,0.492
2003,taxes,air,10.772
2003,taxes,mmf,0.11
2003,taxes,otr,0.127
2003,taxes,min,1.746
2003,subsidies,agr,14.167
2003,subsidies,hou,12.608
2003,subsidies,fen,1.9060000000000001
2003,subsidies,uti,-0.319
2003,subsidies,bnk,0.051000000000000004
2003,subsidies,ore,2.356
2003,subsidies,sle,14.037
2003,subsidies,trn,1.3960000000000001
2003,subsidies,trk,0.003
2003,subsidies,wtt,0.337
2003,subsidies,air,2.515
2011,taxes,ppd,0.105
2011,taxes,res,34.448
2011,taxes,com,2.875
2011,taxes,amb,1.092
2011,taxes,fbp,25.429000000000002
2011,taxes,rec,6.12
2011,taxes,con,1.201
2011,taxes,eec,0.092
2011,taxes,pub,1.033
2011,taxes,fbt,17.919
2011,taxes,ins,17.937
2011,taxes,tex,0.028
2011,taxes,leg,8.435
2011,taxes,uti,30.595
2011,taxes,nmp,0.093
2011,taxes,brd,29.3
2011,taxes,bnk,1.5310000000000001
2011,taxes,ore,0.901
2011,taxes,edu,0.712
2011,taxes,ote,0.08
2011,taxes,man,1.097
2011,taxes,mch,0.198
2011,taxes,dat,0.784
2011,taxes,amd,16.945
2011,taxes,oil,13.309000000000001
2011,taxes,hos,1.6320000000000001
2011,taxes,rnt,8.753
2011,taxes,pla,0.363
2011,taxes,fof,0.6960000000000001
2011,taxes,tsv,3.878
2011,taxes,nrs,1.827
2011,taxes,sec,0.926
2011,taxes,art,5.119
2011,taxes,mov,2.718
2011,taxes,fpd,0.03
2011,taxes,pri,0.049
2011,taxes,grd,0.687
2011,taxes,pip,0.053
2011,taxes,sle,0.522
2011,taxes,osv,9.551
2011,taxes,trn,0.711
2011,taxes,smn,0.243
2011,taxes,fmt,0.41300000000000003
2011,taxes,pet,0.446
2011,taxes,mvt,31.6
2011,taxes,cep,0.299
2011,taxes,wst,1.288
2011,taxes,mot,0.179
2011,taxes,adm,4.425
2011,taxes,soc,0.651
2011,taxes,alt,0.012
2011,taxes,pmt,0.105
2011,taxes,trk,0.497
2011,taxes,gmt,34.574
2011,taxes,wtt,0.199
2011,taxes,wpd,0.082
2011,taxes,wht,174.27100000000002
2011,taxes,wrh,0.074
2011,taxes,ott,84.029
2011,taxes,che,3.346
2011,taxes,air,13.808
2011,taxes,mmf,0.179
2011,taxes,otr,0.20400000000000001
2011,taxes,min,3.809
2011,subsidies,agr,8.825000000000001
2011,subsidies,eec,1.16
2011,subsidies,hou,16.485
2011,subsidies,tex,0.005
2011,subsidies,fen,4.578
2011,subsidies,brd,0.51
2011,subsidies,bnk,0.652
2011,subsidies,ore,1.596
2011,subsidies,hos,4.648
2011,subsidies,sle,18.665
2011,subsidies,trn,2.235
2011,subsidies,pet,0.049
2011,subsidies,mvt,0.003
2011,subsidies,wtt,0.23700000000000002
2011,subsidies,che,0.125
2011,subsidies,air,0.23600000000000002
2001,taxes,ppd,0.095
2001,taxes,res,23.181
2001,taxes,com,1.718
2001,taxes,amb,0.578
2001,taxes,fbp,13.634
2001,taxes,rec,3.5740000000000003
2001,taxes,con,0.87
2001,taxes,eec,0.066
2001,taxes,pub,0.8310000000000001
2001,taxes,fbt,12.241
2001,taxes,ins,10.68
2001,taxes,tex,0.035
2001,taxes,leg,5.031
2001,taxes,uti,20.242
2001,taxes,nmp,0.084
2001,taxes,brd,29.676000000000002
2001,taxes,bnk,0.995
2001,taxes,ore,0.523
2001,taxes,edu,0.362
2001,taxes,ote,0.048
2001,taxes,man,0.518
2001,taxes,mch,0.131
2001,taxes,dat,0.636
2001,taxes,amd,9.927
2001,taxes,oil,4.634
2001,taxes,hos,0.716
2001,taxes,rnt,5.865
2001,taxes,pla,0.178
2001,taxes,fof,0.319
2001,taxes,tsv,2.297
2001,taxes,nrs,0.653
2001,taxes,sec,0.5720000000000001
2001,taxes,art,2.97
2001,taxes,mov,1.582
2001,taxes,fpd,0.03
2001,taxes,pri,0.058
2001,taxes,grd,0.155
2001,taxes,pip,0.061
2001,taxes,sle,0.323
2001,taxes,osv,6.731
2001,taxes,trn,0.335
2001,taxes,smn,0.054
2001,taxes,fmt,0.17400000000000002
2001,taxes,pet,0.113
2001,taxes,mvt,19.921
2001,taxes,cep,0.258
2001,taxes,wst,0.598
2001,taxes,mot,0.169
2001,taxes,adm,2.8770000000000002
2001,taxes,soc,0.341
2001,taxes,alt,0.016
2001,taxes,pmt,0.094
2001,taxes,trk,0.371
2001,taxes,gmt,27.208000000000002
2001,taxes,wtt,0.115
2001,taxes,wpd,0.095
2001,taxes,wht,126.629
2001,taxes,wrh,0.037
2001,taxes,ott,62.822
2001,taxes,che,0.46900000000000003
2001,taxes,air,9.34
2001,taxes,mmf,0.106
2001,taxes,otr,0.125
2001,taxes,min,1.745
2001,subsidies,agr,19.987000000000002
2001,subsidies,hou,10.011000000000001
2001,subsidies,fen,1.697
2001,subsidies,uti,7.024
2001,subsidies,bnk,0.1
2001,subsidies,ore,2.444
2001,subsidies,sle,11.202
2001,subsidies,trn,1.0190000000000001
2001,subsidies,wtt,0.198
2001,subsidies,air,5.0280000000000005
