yr,j,value
2015,leg,0.00358538426790244
1998,leg,0.0038580525561855233
2004,leg,0.0037147388354785344
2000,leg,0.003850727056539145
1997,leg,0.003838796740298194
2007,leg,0.0037581874798668534
2010,leg,0.003867381491868444
2003,leg,0.0032695105937466727
2011,leg,0.003681108826020082
2001,leg,0.0035368197244142778
2008,fen,0.0
2009,fen,0.0
2005,fen,0.0
2006,fen,0.0
2012,fen,0.0
2014,fen,0.0
2013,fen,0.0
1999,fen,0.0
2002,fen,0.0
2017,fen,0.0
2016,fen,0.0
2015,fen,0.0
1998,fen,0.0
2004,fen,0.0
2000,fen,0.0
1997,fen,0.0
2007,fen,0.0
2010,fen,0.0
2003,fen,0.0
2011,fen,0.0
2001,fen,0.0
2008,uti,0.048850957367391
2009,uti,0.06373198974630956
2005,uti,0.04993594029942167
2006,uti,0.05316573037976607
2012,uti,0.06507552392984543
2014,uti,0.05632785772628804
2013,uti,0.061851732907448075
1999,uti,0.05271543433812657
2002,uti,0.05224042280799659
2017,uti,0.07340181772335083
2016,uti,0.07065702643009149
2015,uti,0.06108962526432414
1998,uti,0.060359397920785755
2004,uti,0.05678546700193142
2000,uti,0.04691798583863257
1997,uti,0.06032677684398713
2007,uti,0.054782446364811443
2010,uti,0.0579627473054975
2003,uti,0.052657458873030805
2011,uti,0.06041462136854107
2001,uti,0.033866422318186956
2008,nmp,0.010795961575475493
2009,nmp,0.014411627234080434
2005,nmp,0.009390086473677695
2006,nmp,0.008919478039465308
2012,nmp,0.012086929437651337
2014,nmp,0.01135151808927863
2013,nmp,0.011356787705288529
1999,nmp,0.009204635789297517
2002,nmp,0.009563243515910718
2017,nmp,0.011296755584235856
2016,nmp,0.011075542114407049
2015,nmp,0.011029040616482145
1998,nmp,0.009207379009797177
2004,nmp,0.009776891339629648
2000,nmp,0.009464788732394364
1997,nmp,0.009303084707034438
2007,nmp,0.009405585686677887
2010,nmp,0.013570638860586614
2003,nmp,0.009715684038074697
2011,nmp,0.013008580127318016
2001,nmp,0.009054283290924512
2008,brd,0.006343854633593065
2009,brd,0.005934028306791461
2005,brd,0.008589318855913828
2006,brd,0.007403466478240989
2012,brd,0.00528733184254428
2014,brd,0.004491665639675593
2013,brd,0.006259735444904645
1999,brd,0.012195756134800234
2002,brd,0.01015041856076537
2017,brd,0.004341179468083022
2016,brd,0.004279204111725335
2015,brd,0.00442575256239497
1998,brd,0.014156325437537722
2004,brd,0.009377807119124665
2000,brd,0.011467752895406927
1997,brd,0.015505961319978577
2007,brd,0.0068942685968475985
2010,brd,0.005841396230251149
2003,brd,0.009571956099570409
2011,brd,0.005488598343873831
2001,brd,0.009607696310492315
2008,bnk,0.0198636703285085
2009,bnk,0.021442931507924624
2005,bnk,0.017965467574303288
2006,bnk,0.01824021992937415
2012,bnk,0.020063154600375294
2014,bnk,0.019011830684475445
2013,bnk,0.02015575919151187
1999,bnk,0.01772387278346889
2002,bnk,0.016136144553602558
2017,bnk,0.019264473027785615
2016,bnk,0.01970877097732952
2015,bnk,0.019615296424319188
1998,bnk,0.018116727382059477
2004,bnk,0.017599931410280843
2000,bnk,0.017184223246467054
1997,bnk,0.017963706137281495
2007,bnk,0.018938237510118222
2010,bnk,0.021605538457039677
2003,bnk,0.01617351401454327
2011,bnk,0.021921603178920723
2001,bnk,0.015592408773862304
2008,ore,0.026317112437818268
2009,ore,0.0294546942222926
2005,ore,0.021049126214027665
2006,ore,0.022234617913893806
2012,ore,0.024690706247879824
2014,ore,0.023044035581648414
2013,ore,0.023458499211452894
1999,ore,0.02433344636244619
2002,ore,0.025981154984010806
2017,ore,0.021572060802805364
2016,ore,0.022045510933487115
2015,ore,0.022798352036054896
1998,ore,0.02495990256743441
2004,ore,0.02289476321856058
2000,ore,0.022727318332955413
1997,ore,0.02560657373264381
2007,ore,0.02350501483260347
2010,ore,0.027235546102392337
2003,ore,0.025061556726891396
2011,ore,0.02637184642933783
2001,ore,0.02521292299069224
2008,edu,0.024680778130088274
2009,edu,0.025803094759135694
2005,edu,0.025566737043258493
2006,edu,0.02539050579127014
2012,edu,0.023576134913282063
2014,edu,0.022326713738442014
2013,edu,0.02354962286746127
1999,edu,0.026985094903244234
2002,edu,0.02371739235257245
2017,edu,0.02371057147713379
2016,edu,0.02298166230054775
2015,edu,0.022631924343454467
1998,edu,0.026566903439524038
2004,edu,0.024951465236130413
2000,edu,0.027023774976465666
1997,edu,0.02576473822848578
2007,edu,0.02471755899808105
2010,edu,0.02442437784218252
2003,edu,0.023694154760959117
2011,edu,0.02362954216126574
2001,edu,0.022930814530366092
2008,ote,0.008088918627560312
2009,ote,0.009494628994949923
2005,ote,0.008998509151478953
2006,ote,0.00921803386025629
2012,ote,0.007621022036565751
2014,ote,0.00716532573299928
2013,ote,0.007431553204428199
1999,ote,0.007138934651290497
2002,ote,0.009065162251617964
2017,ote,0.008536482444103387
2016,ote,0.00812519569734674
2015,ote,0.007230514693739057
1998,ote,0.0064754303361134365
2004,ote,0.009858931864203536
2000,ote,0.008343737252623641
1997,ote,0.006976684370940984
2007,ote,0.008144713909804415
2010,ote,0.009247792592116057
2003,ote,0.00952967564238149
2011,ote,0.008700770174983448
2001,ote,0.008223167160277305
2008,man,0.019183952375988786
2009,man,0.01870778539390281
2005,man,0.01740412479452287
2006,man,0.017086337981451056
2012,man,0.01509957848493288
2014,man,0.013149701683478815
2013,man,0.014556953124843048
1999,man,0.02228888768353284
2002,man,0.019162749391354945
2017,man,0.012673330593213713
2016,man,0.012987058950523891
2015,man,0.012652399851526141
1998,man,0.02234467669607985
2004,man,0.01813842929386005
2000,man,0.020888603101139342
1997,man,0.02371013867709954
2007,man,0.01586149339855788
2010,man,0.017382240720647136
2003,man,0.018364154541753275
2011,man,0.016026223913604778
2001,man,0.01811324250975729
2008,mch,0.00847268295028096
2009,mch,0.011211352415441142
2005,mch,0.008962615006265459
2006,mch,0.008580596650070708
2012,mch,0.007892509417058116
2014,mch,0.007846545561376879
2013,mch,0.00819043583107573
1999,mch,0.008004123666433138
2002,mch,0.009746920638009747
2017,mch,0.009249515952521256
2016,mch,0.00963479144601805
2015,mch,0.00864222965299018
1998,mch,0.0073667745493076545
2004,mch,0.009605898345420723
2000,mch,0.008088800070692036
1997,mch,0.006885896169302424
2007,mch,0.00851560086945728
2010,mch,0.009974529774411062
2003,mch,0.009731883217401389
2011,mch,0.008657291779780649
2001,mch,0.008793509354676581
2008,dat,0.0089672075112181
2009,dat,0.0093428467296532
2005,dat,0.01109929964982491
2006,dat,0.010842137370712364
2012,dat,0.007949060750946048
2014,dat,0.009426783902603987
2013,dat,0.00860461243859795
1999,dat,0.007388037365510939
2002,dat,0.010671961283117204
2017,dat,0.011181969312947973
2016,dat,0.010682020142180094
2015,dat,0.009911274765245658
1998,dat,0.006650736758263639
2004,dat,0.011163700547504752
2000,dat,0.00817791961703401
1997,dat,0.006297668337328394
2007,dat,0.01080952461886228
2010,dat,0.009336727758073088
2003,dat,0.011608178211779065
2011,dat,0.009033034183939616
2001,dat,0.011380207978411676
2008,amd,0.02510494645812554
2009,amd,0.029057439958907458
2005,amd,0.022729204872539138
2006,amd,0.023187754561218552
2012,amd,0.02269965167425186
2014,amd,0.021944876400879408
2013,amd,0.022426347688327544
1999,amd,0.02436139828633493
2002,amd,0.023119079592058944
2017,amd,0.02511470465556518
2016,amd,0.023738118649623077
2015,amd,0.022109883252733165
1998,amd,0.024674816200461126
2004,amd,0.023127854782871965
2000,amd,0.022562081423410305
1997,amd,0.024339983551567683
2007,amd,0.024610793615044622
2010,amd,0.02777646975725755
2003,amd,0.02356313255240006
2011,amd,0.024698284871887962
2001,amd,0.022158239213998437
2008,oil,0.04660007195042454
2009,oil,0.0748049730731158
2005,oil,0.05654124014200478
2006,oil,0.06347315510517822
2012,oil,0.05154639175257731
2014,oil,0.05136780944835185
2013,oil,0.04463148272408125
1999,oil,0.06596701649175414
2002,oil,0.06789567551341139
2017,oil,0.07861934135571512
2016,oil,0.10130590515662824
2015,oil,0.08928400726507983
1998,oil,0.0793785027305173
2004,oil,0.05539799584042352
2000,oil,0.04383387596283649
1997,oil,0.05565016871701028
2007,oil,0.06343913414510363
2010,oil,0.05774356438661432
2003,oil,0.05319327053658355
2011,oil,0.04643887952751964
2001,oil,0.04713274014890139
2008,hos,0.015998773797317154
2009,hos,0.01605380371098558
2005,hos,0.016359001293859927
2006,hos,0.01642102066463277
2012,hos,0.013940523065562174
2014,hos,0.013462786750774522
2013,hos,0.014049881850169118
1999,hos,0.008639616399707267
2002,hos,0.015306885343952402
2017,hos,0.013278654334522605
2016,hos,0.013072809581754014
2015,hos,0.01313016796263663
1998,hos,0.008384465871412785
2004,hos,0.016063970381694857
2000,hos,0.008786425881386388
1997,hos,0.00825669399159897
2007,hos,0.016821067971270948
2010,hos,0.01544504224372481
2003,hos,0.01536839524334927
2011,hos,0.014534727568980646
2001,hos,0.015482965257595006
2008,rnt,0.022145065296815026
2009,rnt,0.026453613752592992
2005,rnt,0.022211638734470327
2006,rnt,0.023491263401286835
2012,rnt,0.023661636521552565
2014,rnt,0.022711913127773247
2013,rnt,0.02288501524474569
1999,rnt,0.021322532686169054
2002,rnt,0.022703981481953572
2017,rnt,0.027914650172976736
2016,rnt,0.02682302367481114
2015,rnt,0.025038543597090925
1998,rnt,0.019128027848958087
2004,rnt,0.02237361444228382
2000,rnt,0.022620916279138
1997,rnt,0.019403919302807073
2007,rnt,0.024184706830623008
2010,rnt,0.02453943000986182
2003,rnt,0.022175989630541064
2011,rnt,0.023397301175481566
2001,rnt,0.02090155094998138
2008,pla,0.007050516953975233
2009,pla,0.008764921234959516
2005,pla,0.006559763080359625
2006,pla,0.0063307456529834725
2012,pla,0.00645131454204916
2014,pla,0.006014959394690541
2013,pla,0.006349631614199596
1999,pla,0.006269811265885365
2002,pla,0.0066443647120679
2017,pla,0.007061334727304408
2016,pla,0.00651754657850329
2015,pla,0.006125784490783439
1998,pla,0.006190811854485273
2004,pla,0.006774741223506215
2000,pla,0.006471132027901501
1997,pla,0.005945100808231096
2007,pla,0.007036751253269663
2010,pla,0.007668423790346365
2003,pla,0.006693166373805097
2011,pla,0.007019993019893305
2001,pla,0.00635776559860129
2008,fof,0.018998704633774968
2009,fof,0.021846439567958554
2005,fof,0.015123036705770521
2006,fof,0.016240271655453147
2012,fof,0.02126831798729088
2014,fof,0.018245856102830377
2013,fof,0.021346604697075642
1999,fof,0.011627906976744186
2002,fof,0.013759364011619018
2017,fof,0.021777801735755484
2016,fof,0.02139485305314451
2015,fof,0.0197113029058154
1998,fof,0.01226095928209804
2004,fof,0.014103871912006032
2000,fof,0.013963397417798198
1997,fof,0.013147556440207427
2007,fof,0.01838736039226369
2010,fof,0.020916886397376527
2003,fof,0.013821632802044046
2011,fof,0.01938943894389439
2001,fof,0.01325478645066274
2008,fin,0.007706282479192193
2009,fin,0.009000170192317318
2005,fin,0.007655317894163813
2006,fin,0.007894038111966668
2012,fin,0.006957589399907915
2014,fin,0.004829218149581582
2013,fin,0.0057302666195751676
1999,fin,0.024583791319267585
2002,fin,0.012170016105314754
2017,fin,0.0047622112105026055
2016,fin,0.004642680554039389
2015,fin,0.004315904658854022
1998,fin,0.02610450979492591
2004,fin,0.007307420319342952
2000,fin,0.021886607798216152
1997,fin,0.027517543547180563
2007,fin,0.008028826811733631
2010,fin,0.007781458472888774
2003,fin,0.010077144239801872
2011,fin,0.007195571955719558
2001,fin,0.010317303415212769
2008,tsv,0.006634014156640321
2009,tsv,0.00740270281930803
2005,tsv,0.007182302358095755
2006,tsv,0.0068943419750556924
2012,tsv,0.0067474816397943334
2014,tsv,0.006683043458647232
2013,tsv,0.0068049251876297215
1999,tsv,0.005821973552028646
2002,tsv,0.0069943886825258855
2017,tsv,0.006776611356160629
2016,tsv,0.006717534276782973
2015,tsv,0.006645584195484626
1998,tsv,0.005606435336155477
2004,tsv,0.0071291292277871786
2000,tsv,0.005832497678737233
1997,tsv,0.005474086365916723
2007,tsv,0.0068576408105600626
2010,tsv,0.00737586933727599
2003,tsv,0.007040859645554554
2011,tsv,0.006933540585233117
2001,tsv,0.006613467424573678
2008,nrs,0.014991995375105616
2009,nrs,0.01568523697936352
2005,nrs,0.014795632880919228
2006,nrs,0.01506675064527682
2012,nrs,0.014209961003648047
2014,nrs,0.01388539518035921
2013,nrs,0.014473223826680663
1999,nrs,0.007366447449819645
2002,nrs,0.013562719748165667
2017,nrs,0.014416391049195171
2016,nrs,0.013993889755043894
2015,nrs,0.013849190890348901
1998,nrs,0.007090937820968634
2004,nrs,0.014408059051475243
2000,nrs,0.007439503674989481
1997,nrs,0.0070072930890307285
2007,nrs,0.015414719626168227
2010,nrs,0.01502507615626079
2003,nrs,0.01362850782119632
2011,nrs,0.014457108578284344
2001,nrs,0.013143046797212081
2008,sec,0.009934877687500548
2009,sec,0.009930475193328557
2005,sec,0.00921234333240571
2006,sec,0.007691203452406053
2012,sec,0.008109070347022974
2014,sec,0.0070179027398710545
2013,sec,0.00747713388127007
1999,sec,0.012035974304068522
2002,sec,0.012094009319768825
2017,sec,0.0073179223513218095
2016,sec,0.007430458970792767
2015,sec,0.00710478007628513
1998,sec,0.013452951639206213
2004,sec,0.010093314451381398
2000,sec,0.010434285041106035
1997,sec,0.014410217004347867
2007,sec,0.008020765269726707
2010,sec,0.009758937056399426
2003,sec,0.010665226416444882
2011,sec,0.009324009324009324
2001,sec,0.010953112990007686
2008,art,0.015213926108296642
2009,art,0.016194868119712717
2005,art,0.01646601258648321
2006,art,0.015655123170296326
2012,art,0.014590372076007661
2014,art,0.013993990470789908
2013,art,0.014522634344780667
1999,art,0.012892064685972168
2002,art,0.016322535115077284
2017,art,0.014614315572918379
2016,art,0.01445041015041776
2015,art,0.013959895913056792
1998,art,0.012446131086383224
2004,art,0.01640422645232907
2000,art,0.013016164132324159
1997,art,0.012385521151330136
2007,art,0.015558640631546088
2010,art,0.016012456715238564
2003,art,0.01607313702561922
2011,art,0.015416793428658353
2001,art,0.016680202411444994
2008,mov,0.026708886364697284
2009,mov,0.030991615594496646
2005,mov,0.025832140573133964
2006,mov,0.026755577508849927
2012,mov,0.02838800825945878
2014,mov,0.02419801091752038
2013,mov,0.028085170757535645
1999,mov,0.00716679256977938
2002,mov,0.023846338297186232
2017,mov,0.024606338850630263
2016,mov,0.023982389214761344
2015,mov,0.024044442537857667
1998,mov,0.006936379900191457
2004,mov,0.024558126393118385
2000,mov,0.006573801467680275
1997,mov,0.0070093722089697354
2007,mov,0.027943177003189053
2010,mov,0.02966404855689475
2003,mov,0.02366684778390126
2011,mov,0.028962201063592652
2001,mov,0.022151162790697676
2008,fpd,0.004925148144297743
2009,fpd,0.006452697025709963
2005,fpd,0.004271273314033506
2006,fpd,0.0043179292461566965
2012,fpd,0.005388373898351523
2014,fpd,0.004934759575610677
2013,fpd,0.00532444933593111
1999,fpd,0.003827737679910734
2002,fpd,0.003847221671360012
2017,fpd,0.005011570247933883
2016,fpd,0.004885158295322663
2015,fpd,0.004750464866919121
1998,fpd,0.003669429703375584
2004,fpd,0.004208754208754208
2000,fpd,0.0038224788116045178
1997,fpd,0.0036034051391795564
2007,fpd,0.004496192834119681
2010,fpd,0.006427273997484981
2003,fpd,0.00398284720470507
2011,fpd,0.006228458456532008
2001,fpd,0.0036675653114009283
2008,slg,0.0
2009,slg,0.0
2005,slg,0.0
2006,slg,0.0
2012,slg,0.0
2014,slg,0.0
2013,slg,0.0
1999,slg,0.0
2002,slg,0.0
2017,slg,0.0
2016,slg,0.0
2015,slg,0.0
1998,slg,0.0
2004,slg,0.0
2000,slg,0.0
1997,slg,0.0
2007,slg,0.0
2010,slg,0.0
2003,slg,0.0
2011,slg,0.0
2001,slg,0.0
2008,pri,0.008319265721188351
2009,pri,0.010063793000655814
2005,pri,0.00790573849315207
2006,pri,0.007865481375415151
2012,pri,0.00897163804746286
2014,pri,0.008336573984055998
2013,pri,0.00876233518035506
1999,pri,0.006478169916998448
2002,pri,0.006594688059191346
2017,pri,0.008835676033381942
2016,pri,0.00830584494174043
2015,pri,0.0083235838939261
1998,pri,0.006202871552996898
2004,pri,0.007585295555994879
2000,pri,0.0067339752869644805
1997,pri,0.005986012277433343
2007,pri,0.008041311024346765
2010,pri,0.00956766130478981
2003,pri,0.007036558597729397
2011,pri,0.009159905783826224
2001,pri,0.0059717854773101
2008,grd,0.017767572508192702
2009,grd,0.019359205776173286
2005,grd,0.020929349888846725
2006,grd,0.018111561529526112
2012,grd,0.01700145328581951
2014,grd,0.013166740452883402
2013,grd,0.01606660337398671
1999,grd,0.02777353883717381
2002,grd,0.027295376273173588
2017,grd,0.011278195488721807
2016,grd,0.011720009533022107
2015,grd,0.012624082865774709
1998,grd,0.02522953183094317
2004,grd,0.022999578541754467
2000,grd,0.030099560083352628
1997,grd,0.025545480892642736
2007,grd,0.017931003644331166
2010,grd,0.020093257946072578
2003,grd,0.026834336486099165
2011,grd,0.017733198772475436
2001,grd,0.0276613265458901
2008,pip,0.06409640098708458
2009,pip,0.07828319882611885
2005,pip,0.06469298245614036
2006,pip,0.063690058237991
2012,pip,0.06861478406685544
2014,pip,0.06681044811885935
2013,pip,0.06871609403254973
1999,pip,0.04385528171935939
2002,pip,0.04801519124694818
2017,pip,0.07629451230001721
2016,pip,0.07155598708424593
2015,pip,0.06568991608199203
1998,pip,0.04066221318617485
2004,pip,0.059521223443541736
2000,pip,0.04870367973771623
1997,pip,0.03868703550784476
2007,pip,0.06625943506341919
2010,pip,0.07320362165286072
2003,pip,0.050550729828960334
2011,pip,0.06981337302495993
2001,pip,0.042533457002782556
2008,sle,0.0
2009,sle,0.0
2005,sle,0.0
2006,sle,0.0
2012,sle,0.0
2014,sle,0.0
2013,sle,0.0
1999,sle,0.0
2002,sle,0.0
2017,sle,0.0
2016,sle,0.0
2015,sle,0.0
1998,sle,0.0
2004,sle,0.0
2000,sle,0.0
1997,sle,0.0
2007,sle,0.0
2010,sle,0.0
2003,sle,0.0
2011,sle,0.0
2001,sle,0.0
2008,osv,0.016089721337991244
2009,osv,0.017901547336009665
2005,osv,0.015848122668267614
2006,osv,0.015933431076501827
2012,osv,0.015576753223812046
