yr,i,m,value
2015,pla,trn,-9.974945037840357e-9
1998,pla,trn,-9.974946241371876e-9
2004,pla,trn,-9.974947038244088e-9
2000,pla,trn,-9.990911080803628e-9
1997,pla,trn,-9.97494501754274e-9
2007,pla,trn,-9.974946887606051e-9
2010,pla,trn,-9.974946525606894e-9
2003,pla,trn,-9.990911212179343e-9
2011,pla,trn,-9.974946534347033e-9
2001,pla,trn,-9.99091122255474e-9
2008,fof,trn,-9.974946719300598e-9
2009,fof,trn,-9.97494633054896e-9
2005,fof,trn,-9.974946918363914e-9
2006,fof,trn,-9.974946637824898e-9
2012,fof,trn,-9.99091070022173e-9
2014,fof,trn,-9.990910578333605e-9
2013,fof,trn,-9.990910526014502e-9
1999,fof,trn,-9.974946956540379e-9
2002,fof,trn,-9.990911287649449e-9
2017,fof,trn,-9.99091064540205e-9
2016,fof,trn,-9.974945232806346e-9
2015,fof,trn,-9.974945173486998e-9
1998,fof,trn,-9.97494620899307e-9
2004,fof,trn,-9.974947052688596e-9
2000,fof,trn,-9.990911091017697e-9
1997,fof,trn,-9.97494502182939e-9
2007,fof,trn,-9.974947085784558e-9
2010,fof,trn,-9.974946639925356e-9
2003,fof,trn,-9.990911188512023e-9
2011,fof,trn,-9.974946643270975e-9
2001,fof,trn,-9.990911153596625e-9
2008,fin,trn,-9.97494596024997e-9
2009,fin,trn,-9.974946314944642e-9
2005,fin,trn,-9.974947256197694e-9
2006,fin,trn,-9.97494723936514e-9
2012,fin,trn,-9.990910834224478e-9
2014,fin,trn,-9.990910721512714e-9
2013,fin,trn,-9.990910687938e-9
1999,fin,trn,-9.974947522061142e-9
2002,fin,trn,-9.990911483815576e-9
2017,fin,trn,-9.990910805595018e-9
2016,fin,trn,-9.974945682149124e-9
2015,fin,trn,-9.974945623929984e-9
1998,fin,trn,-9.974946775249459e-9
2004,fin,trn,-9.974947564895773e-9
2000,fin,trn,-9.990911207054446e-9
1997,fin,trn,-9.974945539225087e-9
2007,fin,trn,-9.974947240102409e-9
2010,fin,trn,-9.974946990773063e-9
2003,fin,trn,-9.990911387581443e-9
2011,fin,trn,-9.97494672429377e-9
2001,fin,trn,-9.990911326450698e-9
2008,tsv,trn,-9.974946852795522e-9
2009,tsv,trn,-9.974946314209068e-9
2005,tsv,trn,-9.974947181589853e-9
2006,tsv,trn,-9.974947140219883e-9
2012,tsv,trn,-9.990910807554375e-9
2014,tsv,trn,-9.990910693843815e-9
2013,tsv,trn,-9.990910646616739e-9
1999,tsv,trn,-9.97494740057004e-9
2002,tsv,trn,-9.990911464357361e-9
2017,tsv,trn,-9.990910749582941e-9
2016,tsv,trn,-9.974945534965178e-9
2015,tsv,trn,-9.974945517902065e-9
1998,tsv,trn,-9.97494670690774e-9
2004,tsv,trn,-9.974947495640538e-9
2000,tsv,trn,-9.990911168570463e-9
1997,tsv,trn,-9.974945479415449e-9
2007,tsv,trn,-9.974947356300657e-9
2010,tsv,trn,-9.974946957959847e-9
2003,tsv,trn,-9.990911369157017e-9
2011,tsv,trn,-9.974946938084173e-9
2001,tsv,trn,-9.990911274175259e-9
2008,nrs,trn,-9.974946885304663e-9
2009,nrs,trn,-9.974946110336825e-9
2005,nrs,trn,-9.974947076051255e-9
2006,nrs,trn,-9.97494703532554e-9
2012,nrs,trn,-9.990910769413254e-9
2014,nrs,trn,-9.990910659530774e-9
2013,nrs,trn,-9.990910609860476e-9
1999,nrs,trn,-9.974947387960497e-9
2002,nrs,trn,-9.990911430314354e-9
2017,nrs,trn,-9.990910719863645e-9
2016,nrs,trn,-9.974945451482887e-9
2015,nrs,trn,-9.974945446107245e-9
1998,nrs,trn,-9.974946601009287e-9
2004,nrs,trn,-9.974947376585494e-9
2000,nrs,trn,-9.99091121449687e-9
1997,nrs,trn,-9.974945371370625e-9
2007,nrs,trn,-9.974947281056904e-9
2010,nrs,trn,-9.974946843411072e-9
2003,nrs,trn,-9.990911326250355e-9
2011,nrs,trn,-9.974946871441486e-9
2001,nrs,trn,-9.990911256063986e-9
2008,sec,trn,-9.974940387430002e-9
2009,sec,trn,-9.974947316934734e-9
2005,sec,trn,-9.97494818808852e-9
2006,sec,trn,-9.974948202441473e-9
2012,sec,trn,-9.990911206296555e-9
2014,sec,trn,-9.990911074012657e-9
2013,sec,trn,-9.990911125294182e-9
1999,sec,trn,-9.974947977763423e-9
2002,sec,trn,-9.990911792084773e-9
2017,sec,trn,-9.990911312164673e-9
2016,sec,trn,-9.974946999437209e-9
2015,sec,trn,-9.974946556706485e-9
1998,sec,trn,-9.974947658925508e-9
2004,sec,trn,-9.974948530597743e-9
2000,sec,trn,-9.990911045719647e-9
1997,sec,trn,-9.97494640171726e-9
2007,sec,trn,-9.974946815640483e-9
2010,sec,trn,-9.97494764240353e-9
2003,sec,trn,-9.990911698007742e-9
2011,sec,trn,-9.97494565154197e-9
2001,sec,trn,-9.99091166128018e-9
2008,art,trn,-9.974946887449827e-9
2009,art,trn,-9.974946188323698e-9
2005,art,trn,-9.974947161744451e-9
2006,art,trn,-9.974947108213941e-9
2012,art,trn,-9.990910793581435e-9
2014,art,trn,-9.990910684037416e-9
2013,art,trn,-9.990910635709218e-9
1999,art,trn,-9.974947535467046e-9
2002,art,trn,-9.990911466944291e-9
2017,art,trn,-9.990910740869521e-9
2016,art,trn,-9.974945508753555e-9
2015,art,trn,-9.974945508883411e-9
1998,art,trn,-9.974946702870243e-9
2004,art,trn,-9.974947472592874e-9
2000,art,trn,-9.990911250795077e-9
1997,art,trn,-9.974945526125137e-9
2007,art,trn,-9.974947342011787e-9
2010,art,trn,-9.974946913356571e-9
2003,art,trn,-9.990911364861586e-9
2011,art,trn,-9.974946923134789e-9
2001,art,trn,-9.990911295070561e-9
2008,mov,trn,-9.974946942002962e-9
2009,mov,trn,-9.974946265766941e-9
2005,mov,trn,-9.97494710807217e-9
2006,mov,trn,-9.974947077692553e-9
2012,mov,trn,-9.990910829909254e-9
2014,mov,trn,-9.990910709388003e-9
2013,mov,trn,-9.990910655685906e-9
1999,mov,trn,-9.974947408889817e-9
2002,mov,trn,-9.990911428536035e-9
2017,mov,trn,-9.990910758008012e-9
2016,mov,trn,-9.974945537533943e-9
2015,mov,trn,-9.974945536215111e-9
1998,mov,trn,-9.974946626122067e-9
2004,mov,trn,-9.974947402552932e-9
2000,mov,trn,-9.990911207817963e-9
1997,mov,trn,-9.97494540219097e-9
2007,mov,trn,-9.97494730912375e-9
2010,mov,trn,-9.974946930615041e-9
2003,mov,trn,-9.990911335355296e-9
2011,mov,trn,-9.974946972922042e-9
2001,mov,trn,-9.99091127377627e-9
2008,fpd,trn,-9.974946340181578e-9
2009,fpd,trn,-9.974946551815925e-9
2005,fpd,trn,-9.974946421195824e-9
2006,fpd,trn,-9.974946386164562e-9
2012,fpd,trn,-9.990910561820823e-9
2014,fpd,trn,-9.990910451493844e-9
2013,fpd,trn,-9.990910406601036e-9
1999,fpd,trn,-9.974946700907905e-9
2002,fpd,trn,-9.990911189204198e-9
2017,fpd,trn,-9.99091049422587e-9
2016,fpd,trn,-9.974944837367069e-9
2015,fpd,trn,-9.974944825437785e-9
1998,fpd,trn,-9.974945991544152e-9
2004,fpd,trn,-9.974946703126087e-9
2000,fpd,trn,-9.990910988357894e-9
1997,fpd,trn,-9.974944806150447e-9
2007,fpd,trn,-9.974946615467946e-9
2010,fpd,trn,-9.974946236044237e-9
2003,fpd,trn,-9.99091110267844e-9
2011,fpd,trn,-9.974946234555893e-9
2001,fpd,trn,-9.990910939816026e-9
2008,slg,trn,-9.974946802296124e-9
2009,slg,trn,-9.974946032837971e-9
2005,slg,trn,-9.974946995063594e-9
2006,slg,trn,-9.97494695443926e-9
2012,slg,trn,-9.990910737557904e-9
2014,slg,trn,-9.990910627774117e-9
2013,slg,trn,-9.990910578393903e-9
1999,slg,trn,-9.974947304208642e-9
2002,slg,trn,-9.990911402254388e-9
2017,slg,trn,-9.990910691603701e-9
2016,slg,trn,-9.97494536544679e-9
2015,slg,trn,-9.974945363440983e-9
1998,slg,trn,-9.97494652483809e-9
2004,slg,trn,-9.974947295507441e-9
2000,slg,trn,-9.990911179629302e-9
1997,slg,trn,-9.97494529681921e-9
2007,slg,trn,-9.974947198352977e-9
2010,slg,trn,-9.974946756172793e-9
2003,slg,trn,-9.990911299552063e-9
2011,slg,trn,-9.974946778855577e-9
2001,slg,trn,-9.990911225129523e-9
2008,pri,trn,-9.974946605730204e-9
2009,pri,trn,-9.974946292524186e-9
2005,pri,trn,-9.974946865019681e-9
2006,pri,trn,-9.974946810390965e-9
2012,pri,trn,-9.990910690016004e-9
2014,pri,trn,-9.99091057473692e-9
2013,pri,trn,-9.990910526898889e-9
1999,pri,trn,-9.974947133619728e-9
2002,pri,trn,-9.990911335624346e-9
2017,pri,trn,-9.990910629267964e-9
2016,pri,trn,-9.974945272875537e-9
2015,pri,trn,-9.974945182213862e-9
1998,pri,trn,-9.974946417735738e-9
2004,pri,trn,-9.974947158371027e-9
2000,pri,trn,-9.990911103740682e-9
1997,pri,trn,-9.974945181964472e-9
2007,pri,trn,-9.974946984066776e-9
2010,pri,trn,-9.974946632781194e-9
2003,pri,trn,-9.99091126367791e-9
2011,pri,trn,-9.974946568141069e-9
2001,pri,trn,-9.990911199833727e-9
2008,grd,trn,-9.974946747023096e-9
2009,grd,trn,-9.974946160565577e-9
2005,grd,trn,-9.974947074229474e-9
2006,grd,trn,-9.974947034944655e-9
2012,grd,trn,-9.990910776783326e-9
2014,grd,trn,-9.990910670513029e-9
2013,grd,trn,-9.990910618509261e-9
1999,grd,trn,-9.974947357663927e-9
2002,grd,trn,-9.990911429456082e-9
2017,grd,trn,-9.990910740238937e-9
2016,grd,trn,-9.97494548501609e-9
2015,grd,trn,-9.97494547560803e-9
1998,grd,trn,-9.974946594419053e-9
2004,grd,trn,-9.974947383020892e-9
2000,grd,trn,-9.990911185695984e-9
1997,grd,trn,-9.974945368562343e-9
2007,grd,trn,-9.974947257916005e-9
2010,grd,trn,-9.974946847379618e-9
2003,grd,trn,-9.990911328697006e-9
2011,grd,trn,-9.97494684702182e-9
2001,grd,trn,-9.990911253490063e-9
2008,pip,trn,30.12274436579338
2009,pip,trn,26.921449003638177
2005,pip,trn,21.348435886321788
2006,pip,trn,22.59056272625467
2012,pip,trn,37.81098353143132
2014,pip,trn,43.85971476756677
2013,pip,trn,40.55296478598781
1999,pip,trn,21.916640311233103
2002,pip,trn,20.553573658035024
2017,pip,trn,47.47419348661296
2016,pip,trn,44.97134958921863
2015,pip,trn,44.6348694429767
1998,pip,trn,22.20272462623418
2004,pip,trn,21.36362913079318
2000,pip,trn,21.122984369328982
1997,pip,trn,22.34611302738204
2007,pip,trn,23.980455799690333
2010,pip,trn,31.23179101285244
2003,pip,trn,20.80143360450584
2011,pip,trn,35.67673799472026
2001,pip,trn,20.95543626435274
2008,sle,trn,-9.974946851779486e-9
2009,sle,trn,-9.9749461965144e-9
2005,sle,trn,-9.97494707432886e-9
2006,sle,trn,-9.974947030779354e-9
2012,sle,trn,-9.990910789483596e-9
2014,sle,trn,-9.990910683971134e-9
2013,sle,trn,-9.99091062900867e-9
1999,sle,trn,-9.974947371614108e-9
2002,sle,trn,-9.990911429996171e-9
2017,sle,trn,-9.99091075373945e-9
2016,sle,trn,-9.974945512883038e-9
2015,sle,trn,-9.974945500987264e-9
1998,sle,trn,-9.974946585706194e-9
2004,sle,trn,-9.974947367126163e-9
2000,sle,trn,-9.990911207600378e-9
1997,sle,trn,-9.97494536700614e-9
2007,sle,trn,-9.974947270214577e-9
2010,sle,trn,-9.974946848427368e-9
2003,sle,trn,-9.99091132500792e-9
2011,sle,trn,-9.974946876681887e-9
2001,sle,trn,-9.990911260936713e-9
2008,osv,trn,-9.974946781834642e-9
2009,osv,trn,-9.974946408677235e-9
2005,osv,trn,-9.97494706928358e-9
2006,osv,trn,-9.974947018169718e-9
2012,osv,trn,-9.99091083406134e-9
2014,osv,trn,-9.990910749457562e-9
2013,osv,trn,-9.990910665612646e-9
1999,osv,trn,-9.97494735661506e-9
2002,osv,trn,-9.990911414811064e-9
2017,osv,trn,-9.990910837731215e-9
2016,osv,trn,-9.974945770636363e-9
2015,osv,trn,-9.974945753312258e-9
1998,osv,trn,-9.974946546559695e-9
2004,osv,trn,-9.974947359144327e-9
2000,osv,trn,-9.990911184543283e-9
1997,osv,trn,-9.974945321029294e-9
2007,osv,trn,-9.974947232560457e-9
2010,osv,trn,-9.974946825640636e-9
2003,osv,trn,-9.990911336677087e-9
2011,osv,trn,-9.974946927664205e-9
2001,osv,trn,-9.990911276999882e-9
2008,trn,trn,57.07255725553864
2009,trn,trn,44.81643703035346
2005,trn,trn,42.701452554182644
2006,trn,trn,48.48360237983692
2012,trn,trn,66.58321875046896
2014,trn,trn,74.24534105493042
2013,trn,trn,69.70605738904537
1999,trn,trn,31.434109766743724
2002,trn,trn,32.428215834818275
2017,trn,trn,66.60476634530954
2016,trn,trn,62.495101244887834
2015,trn,trn,68.32668441339354
1998,trn,trn,31.464239427411652
2004,trn,trn,37.25933584434392
2000,trn,trn,32.02105775863265
1997,trn,trn,31.955295451768905
2007,trn,trn,50.869724784635075
2010,trn,trn,54.66548452104722
2003,trn,trn,33.722136268342034
2011,trn,trn,63.372903424231595
2001,trn,trn,32.151770064716494
2008,smn,trn,-9.97494693704198e-9
2009,smn,trn,-9.974946424481834e-9
2005,smn,trn,-9.974947514296786e-9
2006,smn,trn,-9.974947275555823e-9
2012,smn,trn,-9.990910810327508e-9
2014,smn,trn,-9.990910674477625e-9
2013,smn,trn,-9.990910626836217e-9
1999,smn,trn,-9.97494790105686e-9
2002,smn,trn,-9.990911598978652e-9
2017,smn,trn,-9.990910796267895e-9
2016,smn,trn,-9.974945657117044e-9
2015,smn,trn,-9.974945541589673e-9
1998,smn,trn,-9.974947300731027e-9
2004,smn,trn,-9.97494791171793e-9
2000,smn,trn,-9.99091148288198e-9
1997,smn,trn,-9.974945663128504e-9
2007,smn,trn,-9.974947315926858e-9
2010,smn,trn,-9.974947081464712e-9
2003,smn,trn,-9.99091141518869e-9
2011,smn,trn,-9.974947135389566e-9
2001,smn,trn,-9.990911367467845e-9
2008,fmt,trn,-9.974947108764878e-9
2009,fmt,trn,-9.974947195257249e-9
2005,fmt,trn,-9.974946966972139e-9
2006,fmt,trn,-9.974946993638769e-9
2012,fmt,trn,-9.990910787979624e-9
2014,fmt,trn,-9.990910691123053e-9
2013,fmt,trn,-9.990910639950988e-9
1999,fmt,trn,-9.974947295110868e-9
2002,fmt,trn,-9.990911392238435e-9
2017,fmt,trn,-9.990910699831167e-9
2016,fmt,trn,-9.97494540538513e-9
2015,fmt,trn,-9.974945351482776e-9
1998,fmt,trn,-9.97494654567363e-9
2004,fmt,trn,-9.974947298150837e-9
2000,fmt,trn,-9.990911178180605e-9
1997,fmt,trn,-9.974945339293492e-9
2007,fmt,trn,-9.974947208360812e-9
2010,fmt,trn,-9.974947000118563e-9
2003,fmt,trn,-9.990911317037919e-9
2011,fmt,trn,-9.974946972821316e-9
2001,fmt,trn,-9.990911372845948e-9
2008,pet,trn,-9.974946679971477e-9
2009,pet,trn,-9.97494610550679e-9
2005,pet,trn,-9.974946843511599e-9
2006,pet,trn,-9.97494679127178e-9
2012,pet,trn,-9.990910671886842e-9
2014,pet,trn,-9.990910567638566e-9
2013,pet,trn,-9.990910536524916e-9
1999,pet,trn,-9.974946923308705e-9
2002,pet,trn,-9.990911306301396e-9
2017,pet,trn,-9.990910704151705e-9
2016,pet,trn,-9.974945055207266e-9
2015,pet,trn,-9.974945058762935e-9
1998,pet,trn,-9.97494607538178e-9
2004,pet,trn,-9.974947068642087e-9
2000,pet,trn,-9.990911112507963e-9
1997,pet,trn,-9.974944921468957e-9
2007,pet,trn,-9.974946979645386e-9
2010,pet,trn,-9.974946584609722e-9
2003,pet,trn,-9.99091120327947e-9
2011,pet,trn,-9.974946607550307e-9
2001,pet,trn,-9.990911168084288e-9
2008,mvt,trn,-9.974946004704453e-9
2009,mvt,trn,-9.974944400171669e-9
2005,mvt,trn,-9.974946124173021e-9
2006,mvt,trn,-9.974946048184843e-9
2012,mvt,trn,-9.990910429576524e-9
2014,mvt,trn,-9.99091031393332e-9
2013,mvt,trn,-9.990910264642045e-9
1999,mvt,trn,-9.974946160053945e-9
2002,mvt,trn,-9.990911028798023e-9
2017,mvt,trn,-9.990910330267177e-9
2016,mvt,trn,-9.974944407834084e-9
2015,mvt,trn,-9.974944413865298e-9
1998,mvt,trn,-9.974945405983728e-9
2004,mvt,trn,-9.974946344307237e-9
2000,mvt,trn,-9.990910804066913e-9
1997,mvt,trn,-9.97494412725268e-9
2007,mvt,trn,-9.97494620517916e-9
2010,mvt,trn,-9.974945782338401e-9
2003,mvt,trn,-9.990910950594123e-9
2011,mvt,trn,-9.974945895703067e-9
2001,mvt,trn,-9.99091096152223e-9
2008,cep,trn,-9.974946677186974e-9
2009,cep,trn,-9.974946348683772e-9
2005,cep,trn,-9.974946819447575e-9
2006,cep,trn,-9.974946768293588e-9
2012,cep,trn,-9.99091066817292e-9
2014,cep,trn,-9.990910554290588e-9
2013,cep,trn,-9.990910509744713e-9
1999,cep,trn,-9.974947069275822e-9
2002,cep,trn,-9.990911358691738e-9
2017,cep,trn,-9.99091059774708e-9
2016,cep,trn,-9.974945184766027e-9
2015,cep,trn,-9.974945113450713e-9
1998,cep,trn,-9.974946306696116e-9
2004,cep,trn,-9.97494711274278e-9
2000,cep,trn,-9.990911097463285e-9
1997,cep,trn,-9.974945089123318e-9
2007,cep,trn,-9.974946993060672e-9
2010,cep,trn,-9.974946585801335e-9
2003,cep,trn,-9.9909112334869e-9
2011,cep,trn,-9.974946593143051e-9
2001,cep,trn,-9.990911328136171e-9
2008,wst,trn,-9.974946428043583e-9
2009,wst,trn,-9.974945904887783e-9
2005,wst,trn,-9.974946725816354e-9
2006,wst,trn,-9.974946646645098e-9
2012,wst,trn,-9.990910701377657e-9
2014,wst,trn,-9.99091059524413e-9
2013,wst,trn,-9.990910542685942e-9
1999,wst,trn,-9.974946669038767e-9
2002,wst,trn,-9.99091135537006e-9
2017,wst,trn,-9.990910658282818e-9
2016,wst,trn,-9.974945275698647e-9
2015,wst,trn,-9.974945260934168e-9
1998,wst,trn,-9.974945697528496e-9
2004,wst,trn,-9.974947056178466e-9
2000,wst,trn,-9.990911022676746e-9
1997,wst,trn,-9.974944309599428e-9
2007,wst,trn,-9.97494681333149e-9
2010,wst,trn,-9.974946529947061e-9
2003,wst,trn,-9.990911235575155e-9
2011,wst,trn,-9.974946606785051e-9
2001,wst,trn,-9.990911146643838e-9
2008,mot,trn,-9.974947029356329e-9
2009,mot,trn,-9.974945948723353e-9
2005,mot,trn,-9.974946809431614e-9
2006,mot,trn,-9.97494677330207e-9
2012,mot,trn,-9.990910689857736e-9
2014,mot,trn,-9.990910586361437e-9
2013,mot,trn,-9.99091053711534e-9
1999,mot,trn,-9.974947099042953e-9
2002,mot,trn,-9.990911331126518e-9
2017,mot,trn,-9.99091061715401e-9
2016,mot,trn,-9.974945182075288e-9
2015,mot,trn,-9.974945158746355e-9
1998,mot,trn,-9.974946313389512e-9
2004,mot,trn,-9.97494710191336e-9
2000,mot,trn,-9.990911113678887e-9
1997,mot,trn,-9.974945101726985e-9
2007,mot,trn,-9.974947020671632e-9
2010,mot,trn,-9.974946674922434e-9
2003,mot,trn,-9.990911241253838e-9
2011,mot,trn,-9.974946667052474e-9
2001,mot,trn,-9.990911383684827e-9
2008,adm,trn,-9.974946834584085e-9
2009,adm,trn,-9.974946291523628e-9
2005,adm,trn,-9.974947173706165e-9
2006,adm,trn,-9.974947130384774e-9
2012,adm,trn,-9.990910802027697e-9
2014,adm,trn,-9.990910690412027e-9
2013,adm,trn,-9.990910641044799e-9
1999,adm,trn,-9.974947429262055e-9
2002,adm,trn,-9.990911447312876e-9
2017,adm,trn,-9.990910749301215e-9
2016,adm,trn,-9.974945531649776e-9
2015,adm,trn,-9.97494551513054e-9
1998,adm,trn,-9.974946708110927e-9
2004,adm,trn,-9.974947488738138e-9
2000,adm,trn,-9.99091117023081e-9
1997,adm,trn,-9.974945477967855e-9
2007,adm,trn,-9.974947342198303e-9
2010,adm,trn,-9.97494694046821e-9
2003,adm,trn,-9.990911365108178e-9
2011,adm,trn,-9.974946929910599e-9
2001,adm,trn,-9.990911280348617e-9
2008,soc,trn,-9.974946841449334e-9
2009,soc,trn,-9.974946106442044e-9
2005,soc,trn,-9.974947037720678e-9
2006,soc,trn,-9.974947000056336e-9
2012,soc,trn,-9.990910755489355e-9
2014,soc,trn,-9.990910645120713e-9
2013,soc,trn,-9.990910595496408e-9
1999,soc,trn,-9.97494734710528e-9
2002,soc,trn,-9.990911413788988e-9
2017,soc,trn,-9.990910704440788e-9
2016,soc,trn,-9.974945411726768e-9
2015,soc,trn,-9.97494540766055e-9
1998,soc,trn,-9.97494656432656e-9
2004,soc,trn,-9.974947333447129e-9
2000,soc,trn,-9.99091119798165e-9
1997,soc,trn,-9.9749453310975e-9
2007,soc,trn,-9.974947240559535e-9
2010,soc,trn,-9.974946800837859e-9
2003,soc,trn,-9.990911314189137e-9
2011,soc,trn,-9.97494682430634e-9
2001,soc,trn,-9.990911244770499e-9
2008,alt,trn,-9.974946461916776e-9
2009,alt,trn,-9.974946077423795e-9
2005,alt,trn,-9.974946419607242e-9
2006,alt,trn,-9.974946364057179e-9
2012,alt,trn,-9.990910534260166e-9
2014,alt,trn,-9.99091041735212e-9
2013,alt,trn,-9.990910372122886e-9
1999,alt,trn,-9.974946618738433e-9
2002,alt,trn,-9.99091116585527e-9
2017,alt,trn,-9.990910456514733e-9
2016,alt,trn,-9.974944736704828e-9
2015,alt,trn,-9.974944737404693e-9
1998,alt,trn,-9.974945860085742e-9
2004,alt,trn,-9.974946673724224e-9
2000,alt,trn,-9.990910955591554e-9
1997,alt,trn,-9.974944640026877e-9
2007,alt,trn,-9.974946584168211e-9
2010,alt,trn,-9.974946165020634e-9
2003,alt,trn,-9.9909110779552e-9
2011,alt,trn,-9.974946215676189e-9
2001,alt,trn,-9.990911112495613e-9
2008,pmt,trn,-9.974951070999585e-9
2009,pmt,trn,-9.974952233344436e-9
2005,pmt,trn,-9.974949696822768e-9
2006,pmt,trn,-9.974950363651354e-9
2012,pmt,trn,-9.990912419549205e-9
2014,pmt,trn,-9.990912544358649e-9
2013,pmt,trn,-9.990912394609651e-9
1999,pmt,trn,-9.974950651399262e-9
2002,pmt,trn,-9.990912601057695e-9
2017,pmt,trn,-9.99091244947843e-9
2016,pmt,trn,-9.974950135429463e-9
2015,pmt,trn,-9.974949505825144e-9
1998,pmt,trn,-9.974949900318166e-9
2004,pmt,trn,-9.974950517527501e-9
2000,pmt,trn,-9.990912312076921e-9
1997,pmt,trn,-9.974948992925153e-9
2007,pmt,trn,-9.974951084968366e-9
2010,pmt,trn,-9.974951760435587e-9
2003,pmt,trn,-9.990912624327235e-9
2011,pmt,trn,-9.974951140760057e-9
2001,pmt,trn,-9.990912605838989e-9
2008,trk,trn,229.1877284942451
2009,trk,trn,187.7773022812013
2005,trk,trn,199.00738360161426
2006,trk,trn,214.66239663283235
2012,trk,trn,251.1437326171691
2014,trk,trn,281.2137769861664
2013,trk,trn,259.8520689712114
1999,trk,trn,138.81627987584858
2002,trk,trn,151.80015338861938
2017,trk,trn,288.99134476410256
2016,trk,trn,276.45609633461476
2015,trk,trn,280.70446566858425
1998,trk,trn,131.2524240713493
2004,trk,trn,176.85240127110524
2000,trk,trn,148.3353565423243
1997,trk,trn,123.31120209170993
2007,trk,trn,222.64580773443464
2010,trk,trn,206.19508424598774
2003,trk,trn,158.4053110860944
2011,trk,trn,230.4357756806153
2001,trk,trn,148.89489284047357
2008,fdd,trn,-9.974947668330664e-9
2009,fdd,trn,-9.974946903451419e-9
2005,fdd,trn,-9.974948010254467e-9
2006,fdd,trn,-9.974947927165983e-9
2012,fdd,trn,-9.990910975352651e-9
2014,fdd,trn,-9.990910844037204e-9
2013,fdd,trn,-9.990910803177788e-9
1999,fdd,trn,-9.974948206552809e-9
2002,fdd,trn,-9.990911789789077e-9
2017,fdd,trn,-9.990910887729311e-9
2016,fdd,trn,-9.974945929762793e-9
2015,fdd,trn,-9.974945907471412e-9
1998,fdd,trn,-9.974947517474531e-9
2004,fdd,trn,-9.974948428232382e-9
2000,fdd,trn,-9.990911524948842e-9
1997,fdd,trn,-9.974946251431727e-9
2007,fdd,trn,-9.97494813862168e-9
2010,fdd,trn,-9.974947533368184e-9
2003,fdd,trn,-9.990911716547961e-9
2011,fdd,trn,-9.974947515724258e-9
2001,fdd,trn,-9.990911550110773e-9
2008,gmt,trn,-9.974945948509998e-9
2009,gmt,trn,-9.974945635970411e-9
2005,gmt,trn,-9.974946083529818e-9
2006,gmt,trn,-9.97494600875001e-9
2012,gmt,trn,-9.990910402844811e-9
2014,gmt,trn,-9.990910293981647e-9
2013,gmt,trn,-9.990910235737797e-9
1999,gmt,trn,-9.974946119371175e-9
2002,gmt,trn,-9.990911017171293e-9
2017,gmt,trn,-9.99091031134964e-9
2016,gmt,trn,-9.974944352273904e-9
2015,gmt,trn,-9.974944350246231e-9
1998,gmt,trn,-9.974945349692591e-9
2004,gmt,trn,-9.97494630269276e-9
2000,gmt,trn,-9.990910791325158e-9
1997,gmt,trn,-9.974944078372091e-9
2007,gmt,trn,-9.9749461608606e-9
2010,gmt,trn,-9.974945830240085e-9
2003,gmt,trn,-9.990910931815755e-9
2011,gmt,trn,-9.974945847989809e-9
2001,gmt,trn,-9.990910944972058e-9
2008,wtt,trn,25.915411730986353
2009,wtt,trn,19.41949471458494
2005,wtt,trn,16.06941125434508
2006,wtt,trn,19.450983006195223
2012,wtt,trn,19.013799293019325
2014,wtt,trn,18.87807462998965
2013,wtt,trn,16.157227916685784
1999,wtt,trn,8.828190806533376
2002,wtt,trn,7.776110871162191
2017,wtt,trn,16.53826772328733
2016,wtt,trn,16.79910218068724
2015,wtt,trn,18.669623367644473
1998,wtt,trn,9.260667854790873
2004,wtt,trn,13.659444568079321
2000,wtt,trn,8.880105252345405
1997,wtt,trn,9.354331894866064
2007,wtt,trn,22.255260822675954
2010,wtt,trn,19.370219350842202
2003,wtt,trn,10.29451390248918
2011,wtt,trn,18.668187953819743
2001,wtt,trn,8.499987323721248
2008,wpd,trn,-9.97494686003992e-9
2009,wpd,trn,-9.974946802892154e-9
2005,wpd,trn,-9.974946630464547e-9
2006,wpd,trn,-9.974946537582653e-9
2012,wpd,trn,-9.990910629081685e-9
2014,wpd,trn,-9.99091051192112e-9
2013,wpd,trn,-9.990910468914582e-9
1999,wpd,trn,-9.974946926138358e-9
2002,wpd,trn,-9.990911246977514e-9
2017,wpd,trn,-9.99091055699619e-9
2016,wpd,trn,-9.974945009952289e-9
2015,wpd,trn,-9.974944992093492e-9
1998,wpd,trn,-9.974946191697677e-9
2004,wpd,trn,-9.974946893840603e-9
2000,wpd,trn,-9.99091106682435e-9
1997,wpd,trn,-9.974944991418434e-9
2007,wpd,trn,-9.974946941297243e-9
2010,wpd,trn,-9.97494642656543e-9
2003,wpd,trn,-9.990911161053317e-9
2011,wpd,trn,-9.97494643179063e-9
2001,wpd,trn,-9.990911184350447e-9
2008,wht,trn,-9.974946016480713e-9
2009,wht,trn,-9.974945707711936e-9
2005,wht,trn,-9.974946149794947e-9
2006,wht,trn,-9.97494607089153e-9
2012,wht,trn,-9.99091042725491e-9
2014,wht,trn,-9.990910307509148e-9
2013,wht,trn,-9.990910262528071e-9
1999,wht,trn,-9.974946215111357e-9
2002,wht,trn,-9.990911040873174e-9
2017,wht,trn,-9.990910324040002e-9
2016,wht,trn,-9.97494439593216e-9
2015,wht,trn,-9.974944389582987e-9
