yr,i,fd,value
2013,ins,fed_structures,0.0
1999,ins,fed_structures,0.0
2002,ins,fed_structures,0.0
2017,ins,fed_structures,0.0
2016,ins,fed_structures,0.0
2015,ins,fed_structures,0.0
1998,ins,fed_structures,0.0
2004,ins,fed_structures,0.0
2000,ins,fed_structures,0.0
1997,ins,fed_structures,0.0
2007,ins,fed_structures,0.0
2010,ins,fed_structures,0.0
2003,ins,fed_structures,0.0
2011,ins,fed_structures,0.0
2001,ins,fed_structures,0.0
2008,tex,fed_structures,0.0
2009,tex,fed_structures,0.0
2005,tex,fed_structures,0.0
2006,tex,fed_structures,0.0
2012,tex,fed_structures,0.0
2014,tex,fed_structures,0.0
2013,tex,fed_structures,0.0
1999,tex,fed_structures,0.0
2002,tex,fed_structures,0.0
2017,tex,fed_structures,0.0
2016,tex,fed_structures,0.0
2015,tex,fed_structures,0.0
1998,tex,fed_structures,0.0
2004,tex,fed_structures,0.0
2000,tex,fed_structures,0.0
1997,tex,fed_structures,0.0
2007,tex,fed_structures,0.0
2010,tex,fed_structures,0.0
2003,tex,fed_structures,0.0
2011,tex,fed_structures,0.0
2001,tex,fed_structures,0.0
2008,leg,fed_structures,0.0
2009,leg,fed_structures,0.0
2005,leg,fed_structures,0.0
2006,leg,fed_structures,0.0
2012,leg,fed_structures,0.0
2014,leg,fed_structures,0.0
2013,leg,fed_structures,0.0
1999,leg,fed_structures,0.0
2002,leg,fed_structures,0.0
2017,leg,fed_structures,0.0
2016,leg,fed_structures,0.0
2015,leg,fed_structures,0.0
1998,leg,fed_structures,0.0
2004,leg,fed_structures,0.0
2000,leg,fed_structures,0.0
1997,leg,fed_structures,0.0
2007,leg,fed_structures,0.0
2010,leg,fed_structures,0.0
2003,leg,fed_structures,0.0
2011,leg,fed_structures,0.0
2001,leg,fed_structures,0.0
2008,fen,fed_structures,0.0
2009,fen,fed_structures,0.0
2005,fen,fed_structures,0.0
2006,fen,fed_structures,0.0
2012,fen,fed_structures,0.0
2014,fen,fed_structures,0.0
2013,fen,fed_structures,0.0
1999,fen,fed_structures,0.0
2002,fen,fed_structures,0.0
2017,fen,fed_structures,0.0
2016,fen,fed_structures,0.0
2015,fen,fed_structures,0.0
1998,fen,fed_structures,0.0
2004,fen,fed_structures,0.0
2000,fen,fed_structures,0.0
1997,fen,fed_structures,0.0
2007,fen,fed_structures,0.0
2010,fen,fed_structures,0.0
2003,fen,fed_structures,0.0
2011,fen,fed_structures,0.0
2001,fen,fed_structures,0.0
2008,uti,fed_structures,0.0
2009,uti,fed_structures,0.0
2005,uti,fed_structures,0.0
2006,uti,fed_structures,0.0
2012,uti,fed_structures,0.0
2014,uti,fed_structures,0.0
2013,uti,fed_structures,0.0
1999,uti,fed_structures,0.0
2002,uti,fed_structures,0.0
2017,uti,fed_structures,0.0
2016,uti,fed_structures,0.0
2015,uti,fed_structures,0.0
1998,uti,fed_structures,0.0
2004,uti,fed_structures,0.0
2000,uti,fed_structures,0.0
1997,uti,fed_structures,0.0
2007,uti,fed_structures,0.0
2010,uti,fed_structures,0.0
2003,uti,fed_structures,0.0
2011,uti,fed_structures,0.0
2001,uti,fed_structures,0.0
2008,nmp,fed_structures,0.0
2009,nmp,fed_structures,0.0
2005,nmp,fed_structures,0.0
2006,nmp,fed_structures,0.0
2012,nmp,fed_structures,0.0
2014,nmp,fed_structures,0.0
2013,nmp,fed_structures,0.0
1999,nmp,fed_structures,0.0
2002,nmp,fed_structures,0.0
2017,nmp,fed_structures,0.0
2016,nmp,fed_structures,0.0
2015,nmp,fed_structures,0.0
1998,nmp,fed_structures,0.0
2004,nmp,fed_structures,0.0
2000,nmp,fed_structures,0.0
1997,nmp,fed_structures,0.0
2007,nmp,fed_structures,0.0
2010,nmp,fed_structures,0.0
2003,nmp,fed_structures,0.0
2011,nmp,fed_structures,0.0
2001,nmp,fed_structures,0.0
2008,brd,fed_structures,0.0
2009,brd,fed_structures,0.0
2005,brd,fed_structures,0.0
2006,brd,fed_structures,0.0
2012,brd,fed_structures,0.0
2014,brd,fed_structures,0.0
2013,brd,fed_structures,0.0
1999,brd,fed_structures,0.0
2002,brd,fed_structures,0.0
2017,brd,fed_structures,0.0
2016,brd,fed_structures,0.0
2015,brd,fed_structures,0.0
1998,brd,fed_structures,0.0
2004,brd,fed_structures,0.0
2000,brd,fed_structures,0.0
1997,brd,fed_structures,0.0
2007,brd,fed_structures,0.0
2010,brd,fed_structures,0.0
2003,brd,fed_structures,0.0
2011,brd,fed_structures,0.0
2001,brd,fed_structures,0.0
2008,bnk,fed_structures,0.0
2009,bnk,fed_structures,0.0
2005,bnk,fed_structures,0.0
2006,bnk,fed_structures,0.0
2012,bnk,fed_structures,0.0
2014,bnk,fed_structures,0.0
2013,bnk,fed_structures,0.0
1999,bnk,fed_structures,0.0
2002,bnk,fed_structures,0.0
2017,bnk,fed_structures,0.0
2016,bnk,fed_structures,0.0
2015,bnk,fed_structures,0.0
1998,bnk,fed_structures,0.0
2004,bnk,fed_structures,0.0
2000,bnk,fed_structures,0.0
1997,bnk,fed_structures,0.0
2007,bnk,fed_structures,0.0
2010,bnk,fed_structures,0.0
2003,bnk,fed_structures,0.0
2011,bnk,fed_structures,0.0
2001,bnk,fed_structures,0.0
2008,ore,fed_structures,0.0
2009,ore,fed_structures,0.0
2005,ore,fed_structures,0.0
2006,ore,fed_structures,0.0
2012,ore,fed_structures,0.0
2014,ore,fed_structures,0.0
2013,ore,fed_structures,0.0
1999,ore,fed_structures,0.0
2002,ore,fed_structures,0.0
2017,ore,fed_structures,0.0
2016,ore,fed_structures,0.0
2015,ore,fed_structures,0.0
1998,ore,fed_structures,0.0
2004,ore,fed_structures,0.0
2000,ore,fed_structures,0.0
1997,ore,fed_structures,0.0
2007,ore,fed_structures,0.0
2010,ore,fed_structures,0.0
2003,ore,fed_structures,0.0
2011,ore,fed_structures,0.0
2001,ore,fed_structures,0.0
2008,edu,fed_structures,0.0
2009,edu,fed_structures,0.0
2005,edu,fed_structures,0.0
2006,edu,fed_structures,0.0
2012,edu,fed_structures,0.0
2014,edu,fed_structures,0.0
2013,edu,fed_structures,0.0
1999,edu,fed_structures,0.0
2002,edu,fed_structures,0.0
2017,edu,fed_structures,0.0
2016,edu,fed_structures,0.0
2015,edu,fed_structures,0.0
1998,edu,fed_structures,0.0
2004,edu,fed_structures,0.0
2000,edu,fed_structures,0.0
1997,edu,fed_structures,0.0
2007,edu,fed_structures,0.0
2010,edu,fed_structures,0.0
2003,edu,fed_structures,0.0
2011,edu,fed_structures,0.0
2001,edu,fed_structures,0.0
2008,ote,fed_structures,0.0
2009,ote,fed_structures,0.0
2005,ote,fed_structures,0.0
2006,ote,fed_structures,0.0
2012,ote,fed_structures,0.0
2014,ote,fed_structures,0.0
2013,ote,fed_structures,0.0
1999,ote,fed_structures,0.0
2002,ote,fed_structures,0.0
2017,ote,fed_structures,0.0
2016,ote,fed_structures,0.0
2015,ote,fed_structures,0.0
1998,ote,fed_structures,0.0
2004,ote,fed_structures,0.0
2000,ote,fed_structures,0.0
1997,ote,fed_structures,0.0
2007,ote,fed_structures,0.0
2010,ote,fed_structures,0.0
2003,ote,fed_structures,0.0
2011,ote,fed_structures,0.0
2001,ote,fed_structures,0.0
2008,man,fed_structures,0.0
2009,man,fed_structures,0.0
2005,man,fed_structures,0.0
2006,man,fed_structures,0.0
2012,man,fed_structures,0.0
2014,man,fed_structures,0.0
2013,man,fed_structures,0.0
1999,man,fed_structures,0.0
2002,man,fed_structures,0.0
2017,man,fed_structures,0.0
2016,man,fed_structures,0.0
2015,man,fed_structures,0.0
1998,man,fed_structures,0.0
2004,man,fed_structures,0.0
2000,man,fed_structures,0.0
1997,man,fed_structures,0.0
2007,man,fed_structures,0.0
2010,man,fed_structures,0.0
2003,man,fed_structures,0.0
2011,man,fed_structures,0.0
2001,man,fed_structures,0.0
2008,mch,fed_structures,0.0
2009,mch,fed_structures,0.0
2005,mch,fed_structures,0.0
2006,mch,fed_structures,0.0
2012,mch,fed_structures,0.0
2014,mch,fed_structures,0.0
2013,mch,fed_structures,0.0
1999,mch,fed_structures,0.0
2002,mch,fed_structures,0.0
2017,mch,fed_structures,0.0
2016,mch,fed_structures,0.0
2015,mch,fed_structures,0.0
1998,mch,fed_structures,0.0
2004,mch,fed_structures,0.0
2000,mch,fed_structures,0.0
1997,mch,fed_structures,0.0
2007,mch,fed_structures,0.0
2010,mch,fed_structures,0.0
2003,mch,fed_structures,0.0
2011,mch,fed_structures,0.0
2001,mch,fed_structures,0.0
2008,dat,fed_structures,0.0
2009,dat,fed_structures,0.0
2005,dat,fed_structures,0.0
2006,dat,fed_structures,0.0
2012,dat,fed_structures,0.0
2014,dat,fed_structures,0.0
2013,dat,fed_structures,0.0
1999,dat,fed_structures,0.0
2002,dat,fed_structures,0.0
2017,dat,fed_structures,0.0
2016,dat,fed_structures,0.0
2015,dat,fed_structures,0.0
1998,dat,fed_structures,0.0
2004,dat,fed_structures,0.0
2000,dat,fed_structures,0.0
1997,dat,fed_structures,0.0
2007,dat,fed_structures,0.0
2010,dat,fed_structures,0.0
2003,dat,fed_structures,0.0
2011,dat,fed_structures,0.0
2001,dat,fed_structures,0.0
2008,amd,fed_structures,0.0
2009,amd,fed_structures,0.0
2005,amd,fed_structures,0.0
2006,amd,fed_structures,0.0
2012,amd,fed_structures,0.0
2014,amd,fed_structures,0.0
2013,amd,fed_structures,0.0
1999,amd,fed_structures,0.0
2002,amd,fed_structures,0.0
2017,amd,fed_structures,0.0
2016,amd,fed_structures,0.0
2015,amd,fed_structures,0.0
1998,amd,fed_structures,0.0
2004,amd,fed_structures,0.0
2000,amd,fed_structures,0.0
1997,amd,fed_structures,0.0
2007,amd,fed_structures,0.0
2010,amd,fed_structures,0.0
2003,amd,fed_structures,0.0
2011,amd,fed_structures,0.0
2001,amd,fed_structures,0.0
2008,oil,fed_structures,0.0
2009,oil,fed_structures,0.0
2005,oil,fed_structures,0.0
2006,oil,fed_structures,0.0
2012,oil,fed_structures,0.0
2014,oil,fed_structures,0.0
2013,oil,fed_structures,0.0
1999,oil,fed_structures,0.0
2002,oil,fed_structures,0.0
2017,oil,fed_structures,0.0
2016,oil,fed_structures,0.0
2015,oil,fed_structures,0.0
1998,oil,fed_structures,0.0
2004,oil,fed_structures,0.0
2000,oil,fed_structures,0.0
1997,oil,fed_structures,0.0
2007,oil,fed_structures,0.0
2010,oil,fed_structures,0.0
2003,oil,fed_structures,0.0
2011,oil,fed_structures,0.0
2001,oil,fed_structures,0.0
2008,hos,fed_structures,0.0
2009,hos,fed_structures,0.0
2005,hos,fed_structures,0.0
2006,hos,fed_structures,0.0
2012,hos,fed_structures,0.0
2014,hos,fed_structures,0.0
2013,hos,fed_structures,0.0
1999,hos,fed_structures,0.0
2002,hos,fed_structures,0.0
2017,hos,fed_structures,0.0
2016,hos,fed_structures,0.0
2015,hos,fed_structures,0.0
1998,hos,fed_structures,0.0
2004,hos,fed_structures,0.0
2000,hos,fed_structures,0.0
1997,hos,fed_structures,0.0
2007,hos,fed_structures,0.0
2010,hos,fed_structures,0.0
2003,hos,fed_structures,0.0
2011,hos,fed_structures,0.0
2001,hos,fed_structures,0.0
2008,rnt,fed_structures,0.0
2009,rnt,fed_structures,0.0
2005,rnt,fed_structures,0.0
2006,rnt,fed_structures,0.0
2012,rnt,fed_structures,0.0
2014,rnt,fed_structures,0.0
2013,rnt,fed_structures,0.0
1999,rnt,fed_structures,0.0
2002,rnt,fed_structures,0.0
2017,rnt,fed_structures,0.0
2016,rnt,fed_structures,0.0
2015,rnt,fed_structures,0.0
1998,rnt,fed_structures,0.0
2004,rnt,fed_structures,0.0
2000,rnt,fed_structures,0.0
1997,rnt,fed_structures,0.0
2007,rnt,fed_structures,0.0
2010,rnt,fed_structures,0.0
2003,rnt,fed_structures,0.0
2011,rnt,fed_structures,0.0
2001,rnt,fed_structures,0.0
2008,pla,fed_structures,0.0
2009,pla,fed_structures,0.0
2005,pla,fed_structures,0.0
2006,pla,fed_structures,0.0
2012,pla,fed_structures,0.0
2014,pla,fed_structures,0.0
2013,pla,fed_structures,0.0
1999,pla,fed_structures,0.0
2002,pla,fed_structures,0.0
2017,pla,fed_structures,0.0
2016,pla,fed_structures,0.0
2015,pla,fed_structures,0.0
1998,pla,fed_structures,0.0
2004,pla,fed_structures,0.0
2000,pla,fed_structures,0.0
1997,pla,fed_structures,0.0
2007,pla,fed_structures,0.0
2010,pla,fed_structures,0.0
2003,pla,fed_structures,0.0
2011,pla,fed_structures,0.0
2001,pla,fed_structures,0.0
2008,fof,fed_structures,0.0
2009,fof,fed_structures,0.0
2005,fof,fed_structures,0.0
2006,fof,fed_structures,0.0
2012,fof,fed_structures,0.0
2014,fof,fed_structures,0.0
2013,fof,fed_structures,0.0
1999,fof,fed_structures,0.0
2002,fof,fed_structures,0.0
2017,fof,fed_structures,0.0
2016,fof,fed_structures,0.0
2015,fof,fed_structures,0.0
1998,fof,fed_structures,0.0
2004,fof,fed_structures,0.0
2000,fof,fed_structures,0.0
1997,fof,fed_structures,0.0
2007,fof,fed_structures,0.0
2010,fof,fed_structures,0.0
2003,fof,fed_structures,0.0
2011,fof,fed_structures,0.0
2001,fof,fed_structures,0.0
2008,fin,fed_structures,0.0
2009,fin,fed_structures,0.0
2005,fin,fed_structures,0.0
2006,fin,fed_structures,0.0
2012,fin,fed_structures,0.0
2014,fin,fed_structures,0.0
2013,fin,fed_structures,0.0
1999,fin,fed_structures,0.0
2002,fin,fed_structures,0.0
2017,fin,fed_structures,0.0
2016,fin,fed_structures,0.0
2015,fin,fed_structures,0.0
1998,fin,fed_structures,0.0
2004,fin,fed_structures,0.0
2000,fin,fed_structures,0.0
1997,fin,fed_structures,0.0
2007,fin,fed_structures,0.0
2010,fin,fed_structures,0.0
2003,fin,fed_structures,0.0
2011,fin,fed_structures,0.0
2001,fin,fed_structures,0.0
2008,tsv,fed_structures,0.0
2009,tsv,fed_structures,0.0
2005,tsv,fed_structures,0.0
2006,tsv,fed_structures,0.0
2012,tsv,fed_structures,0.0
2014,tsv,fed_structures,0.0
2013,tsv,fed_structures,0.0
1999,tsv,fed_structures,0.0
2002,tsv,fed_structures,0.0
2017,tsv,fed_structures,0.0
2016,tsv,fed_structures,0.0
2015,tsv,fed_structures,0.0
1998,tsv,fed_structures,0.0
2004,tsv,fed_structures,0.0
2000,tsv,fed_structures,0.0
1997,tsv,fed_structures,0.0
2007,tsv,fed_structures,0.0
2010,tsv,fed_structures,0.0
2003,tsv,fed_structures,0.0
2011,tsv,fed_structures,0.0
2001,tsv,fed_structures,0.0
2008,nrs,fed_structures,0.0
2009,nrs,fed_structures,0.0
2005,nrs,fed_structures,0.0
2006,nrs,fed_structures,0.0
2012,nrs,fed_structures,0.0
2014,nrs,fed_structures,0.0
2013,nrs,fed_structures,0.0
1999,nrs,fed_structures,0.0
2002,nrs,fed_structures,0.0
2017,nrs,fed_structures,0.0
2016,nrs,fed_structures,0.0
2015,nrs,fed_structures,0.0
1998,nrs,fed_structures,0.0
2004,nrs,fed_structures,0.0
2000,nrs,fed_structures,0.0
1997,nrs,fed_structures,0.0
2007,nrs,fed_structures,0.0
2010,nrs,fed_structures,0.0
2003,nrs,fed_structures,0.0
2011,nrs,fed_structures,0.0
2001,nrs,fed_structures,0.0
2008,sec,fed_structures,0.0
2009,sec,fed_structures,0.0
2005,sec,fed_structures,0.0
2006,sec,fed_structures,0.0
2012,sec,fed_structures,0.0
2014,sec,fed_structures,0.0
2013,sec,fed_structures,0.0
1999,sec,fed_structures,0.0
2002,sec,fed_structures,0.0
2017,sec,fed_structures,0.0
2016,sec,fed_structures,0.0
2015,sec,fed_structures,0.0
1998,sec,fed_structures,0.0
2004,sec,fed_structures,0.0
2000,sec,fed_structures,0.0
1997,sec,fed_structures,0.0
2007,sec,fed_structures,0.0
2010,sec,fed_structures,0.0
2003,sec,fed_structures,0.0
2011,sec,fed_structures,0.0
2001,sec,fed_structures,0.0
2008,art,fed_structures,0.0
2009,art,fed_structures,0.0
2005,art,fed_structures,0.0
2006,art,fed_structures,0.0
2012,art,fed_structures,0.0
2014,art,fed_structures,0.0
2013,art,fed_structures,0.0
1999,art,fed_structures,0.0
2002,art,fed_structures,0.0
2017,art,fed_structures,0.0
2016,art,fed_structures,0.0
2015,art,fed_structures,0.0
1998,art,fed_structures,0.0
2004,art,fed_structures,0.0
2000,art,fed_structures,0.0
1997,art,fed_structures,0.0
2007,art,fed_structures,0.0
2010,art,fed_structures,0.0
2003,art,fed_structures,0.0
2011,art,fed_structures,0.0
2001,art,fed_structures,0.0
2008,mov,fed_structures,0.0
2009,mov,fed_structures,0.0
2005,mov,fed_structures,0.0
2006,mov,fed_structures,0.0
2012,mov,fed_structures,0.0
2014,mov,fed_structures,0.0
2013,mov,fed_structures,0.0
1999,mov,fed_structures,0.0
2002,mov,fed_structures,0.0
2017,mov,fed_structures,0.0
2016,mov,fed_structures,0.0
2015,mov,fed_structures,0.0
1998,mov,fed_structures,0.0
2004,mov,fed_structures,0.0
2000,mov,fed_structures,0.0
1997,mov,fed_structures,0.0
2007,mov,fed_structures,0.0
2010,mov,fed_structures,0.0
2003,mov,fed_structures,0.0
2011,mov,fed_structures,0.0
2001,mov,fed_structures,0.0
2008,fpd,fed_structures,0.0
2009,fpd,fed_structures,0.0
2005,fpd,fed_structures,0.0
2006,fpd,fed_structures,0.0
2012,fpd,fed_structures,0.0
2014,fpd,fed_structures,0.0
2013,fpd,fed_structures,0.0
1999,fpd,fed_structures,0.0
2002,fpd,fed_structures,0.0
2017,fpd,fed_structures,0.0
2016,fpd,fed_structures,0.0
2015,fpd,fed_structures,0.0
1998,fpd,fed_structures,0.0
2004,fpd,fed_structures,0.0
2000,fpd,fed_structures,0.0
1997,fpd,fed_structures,0.0
2007,fpd,fed_structures,0.0
2010,fpd,fed_structures,0.0
2003,fpd,fed_structures,0.0
2011,fpd,fed_structures,0.0
2001,fpd,fed_structures,0.0
2008,slg,fed_structures,0.0
2009,slg,fed_structures,0.0
2005,slg,fed_structures,0.0
2006,slg,fed_structures,0.0
2012,slg,fed_structures,0.0
2014,slg,fed_structures,0.0
2013,slg,fed_structures,0.0
