uni_0,uni_1,uni_2,uni_3,value
MT,2017,11115,millions of us dollars (USD),17.384999999999998
MT,2017,11119,millions of us dollars (USD),353.736
MT,2017,1112,millions of us dollars (USD),55.687999999999995
MT,2017,1113,millions of us dollars (USD),4.452
MT,2017,1114,millions of us dollars (USD),29.788
MT,2017,1119,millions of us dollars (USD),275.18899999999996
MT,2017,11211,millions of us dollars (USD),151.037
MT,2017,11212,millions of us dollars (USD),4.669
MT,2017,1122,millions of us dollars (USD),3.7409999999999997
MT,2017,1123,millions of us dollars (USD),0.076
MT,2017,1124,millions of us dollars (USD),1.407
MT,2017,1129,millions of us dollars (USD),50.867999999999995
MT,2017,11114,millions of us dollars (USD),571.1759999999999
MT,2017,11113,millions of us dollars (USD),60.062999999999995
PA,2012,11111,millions of us dollars (USD),56.391999999999996
PA,2012,11115,millions of us dollars (USD),504.77
PA,2012,11119,millions of us dollars (USD),290.063
PA,2012,1112,millions of us dollars (USD),104.795
PA,2012,1113,millions of us dollars (USD),154.531
PA,2012,1114,millions of us dollars (USD),957.073
PA,2012,1119,millions of us dollars (USD),222.60899999999998
PA,2012,11211,millions of us dollars (USD),88.035
PA,2012,11212,millions of us dollars (USD),265.544
PA,2012,1122,millions of us dollars (USD),38.73
PA,2012,1123,millions of us dollars (USD),77.395
PA,2012,1124,millions of us dollars (USD),1.157
PA,2012,1125,millions of us dollars (USD),0.123
PA,2012,1129,millions of us dollars (USD),18.445
PA,2017,11111,millions of us dollars (USD),54.882
PA,2017,11115,millions of us dollars (USD),318.132
PA,2017,11119,millions of us dollars (USD),237.469
PA,2017,1112,millions of us dollars (USD),157.153
PA,2017,1113,millions of us dollars (USD),163.39
PA,2017,1114,millions of us dollars (USD),1038.802
PA,2017,1119,millions of us dollars (USD),310.364
PA,2017,11211,millions of us dollars (USD),74.581
PA,2017,11212,millions of us dollars (USD),279.997
PA,2017,1122,millions of us dollars (USD),37.423
PA,2017,1123,millions of us dollars (USD),86.00999999999999
PA,2017,1124,millions of us dollars (USD),1.419
PA,2017,1125,millions of us dollars (USD),0.17099999999999999
PA,2017,1129,millions of us dollars (USD),20.66
WY,2012,11115,millions of us dollars (USD),30.081999999999997
WY,2012,11119,millions of us dollars (USD),54.772999999999996
WY,2012,1112,millions of us dollars (USD),2.27
WY,2012,1113,millions of us dollars (USD),0.20299999999999999
WY,2012,1114,millions of us dollars (USD),7.596
WY,2012,1119,millions of us dollars (USD),224.958
WY,2012,11211,millions of us dollars (USD),83.199
WY,2012,11212,millions of us dollars (USD),1.321
WY,2012,1122,millions of us dollars (USD),0.005
WY,2012,1123,millions of us dollars (USD),0.002
WY,2012,1124,millions of us dollars (USD),3.3659999999999997
WY,2012,1129,millions of us dollars (USD),3.654
WY,2012,11114,millions of us dollars (USD),13.988
WY,2017,11115,millions of us dollars (USD),11.879999999999999
WY,2017,11119,millions of us dollars (USD),46.294999999999995
WY,2017,1119,millions of us dollars (USD),156.713
WY,2017,11211,millions of us dollars (USD),63.913
WY,2017,11212,millions of us dollars (USD),2.448
WY,2017,1123,millions of us dollars (USD),0.015
WY,2017,1124,millions of us dollars (USD),3.36
WY,2017,1129,millions of us dollars (USD),3.8099999999999996
WY,2017,11114,millions of us dollars (USD),8.561
WY,2017,11113,millions of us dollars (USD),8.758
WY,2017,11112,millions of us dollars (USD),0.353
CO,2012,11111,millions of us dollars (USD),0.024999999999999998
CO,2012,11115,millions of us dollars (USD),817.9269999999999
CO,2012,11119,millions of us dollars (USD),182.35999999999999
CO,2012,1112,millions of us dollars (USD),300.489
CO,2012,1113,millions of us dollars (USD),23.343999999999998
CO,2012,1114,millions of us dollars (USD),276.22499999999997
CO,2012,1119,millions of us dollars (USD),315.801
CO,2012,11211,millions of us dollars (USD),132.323
CO,2012,11212,millions of us dollars (USD),10.843
CO,2012,1124,millions of us dollars (USD),2.536
CO,2012,1129,millions of us dollars (USD),2.609
CO,2017,11111,millions of us dollars (USD),0.151
CO,2017,11115,millions of us dollars (USD),646.773
CO,2017,11119,millions of us dollars (USD),273.818
CO,2017,1112,millions of us dollars (USD),293.847
CO,2017,1113,millions of us dollars (USD),35.644
CO,2017,1114,millions of us dollars (USD),323.315
CO,2017,1119,millions of us dollars (USD),336.587
CO,2017,11211,millions of us dollars (USD),118.21199999999999
CO,2017,11212,millions of us dollars (USD),11.001999999999999
CO,2017,1123,millions of us dollars (USD),0.5519999999999999
CO,2017,1124,millions of us dollars (USD),2.342
CO,2017,1129,millions of us dollars (USD),2.443
CO,2017,11114,millions of us dollars (USD),181.893
CO,2017,11113,millions of us dollars (USD),7.8759999999999994
CO,2017,11112,millions of us dollars (USD),2.346
