year,windc_label,windc_label_col,units,value
2012,rrd_ote,Output,millions of us dollars (USD),15925.0
2007,pbt_eec,Output,millions of us dollars (USD),3022.0
2012,pbt_eec,Output,millions of us dollars (USD),5247.0
2007,cbn_eec,Output,millions of us dollars (USD),2556.0
2012,cbn_eec,Output,millions of us dollars (USD),3315.0
2007,atm_mot,Output,millions of us dollars (USD),80193.0
2012,atm_mot,Output,millions of us dollars (USD),55451.0
2007,hom_mot,Output,millions of us dollars (USD),5411.0
2012,hom_mot,Output,millions of us dollars (USD),2429.0
2007,tir_pla,Output,millions of us dollars (USD),16593.0
2012,tir_pla,Output,millions of us dollars (USD),19762.0
2007,lea_alt,Output,millions of us dollars (USD),8499.0
2012,lea_alt,Output,millions of us dollars (USD),6865.0
2007,phm_che,Output,millions of us dollars (USD),132096.0
2012,phm_che,Output,millions of us dollars (USD),117788.0
2007,oph_mmf,Output,millions of us dollars (USD),7643.0
2012,oph_mmf,Output,millions of us dollars (USD),7166.0
2007,app_alt,Output,millions of us dollars (USD),20247.0
2012,app_alt,Output,millions of us dollars (USD),12861.0
2007,dlb_mmf,Output,millions of us dollars (USD),4478.0
2012,dlb_mmf,Output,millions of us dollars (USD),4580.0
2007,toy_mmf,Output,millions of us dollars (USD),3077.0
2012,toy_mmf,Output,millions of us dollars (USD),1801.0
2007,rug_tex,Output,millions of us dollars (USD),14730.0
2012,rug_tex,Output,millions of us dollars (USD),9085.0
2007,dog_fbp,Output,millions of us dollars (USD),14035.0
2012,dog_fbp,Output,millions of us dollars (USD),18975.0
2007,oaf_fbp,Output,millions of us dollars (USD),25011.0
2012,oaf_fbp,Output,millions of us dollars (USD),37122.0
2007,ndg_wht,Output,millions of us dollars (USD),208057.0
2012,ndg_wht,Output,millions of us dollars (USD),266713.0
2007,flr_fbp,Output,millions of us dollars (USD),12900.0
2012,flr_fbp,Output,millions of us dollars (USD),19561.0
2007,can_fbp,Output,millions of us dollars (USD),34053.0
2012,can_fbp,Output,millions of us dollars (USD),38160.0
2007,asp_fbp,Output,millions of us dollars (USD),107325.0
2012,asp_fbp,Output,millions of us dollars (USD),140592.0
2007,cok_fbp,Output,millions of us dollars (USD),20580.0
2012,cok_fbp,Output,millions of us dollars (USD),26393.0
2007,ofm_fbp,Output,millions of us dollars (USD),19396.0
2012,ofm_fbp,Output,millions of us dollars (USD),23267.0
2007,wet_fbp,Output,millions of us dollars (USD),9760.0
2012,wet_fbp,Output,millions of us dollars (USD),15465.0
2007,fat_fbp,Output,millions of us dollars (USD),12822.0
2012,fat_fbp,Output,millions of us dollars (USD),18892.0
2007,soy_fbp,Output,millions of us dollars (USD),20496.0
2012,soy_fbp,Output,millions of us dollars (USD),36915.0
2007,mlk_fbp,Output,millions of us dollars (USD),31882.0
2012,mlk_fbp,Output,millions of us dollars (USD),37600.0
2007,snk_fbp,Output,millions of us dollars (USD),24192.0
2012,snk_fbp,Output,millions of us dollars (USD),32311.0
2007,brk_fbp,Output,millions of us dollars (USD),8692.0
2012,brk_fbp,Output,millions of us dollars (USD),9641.0
2007,sug_fbp,Output,millions of us dollars (USD),27482.0
2012,sug_fbp,Output,millions of us dollars (USD),34004.0
2007,dry_fbp,Output,millions of us dollars (USD),14446.0
2012,dry_fbp,Output,millions of us dollars (USD),20100.0
2007,brd_fbp,Output,millions of us dollars (USD),42951.0
2012,brd_fbp,Output,millions of us dollars (USD),46394.0
2007,gro_wht,Output,millions of us dollars (USD),107039.0
2012,gro_wht,Output,millions of us dollars (USD),130530.0
2007,syr_fbp,Output,millions of us dollars (USD),11146.0
2012,syr_fbp,Output,millions of us dollars (USD),9571.0
2007,fzn_fbp,Output,millions of us dollars (USD),24957.0
2012,fzn_fbp,Output,millions of us dollars (USD),30336.0
2007,sea_fbp,Output,millions of us dollars (USD),10130.0
2012,sea_fbp,Output,millions of us dollars (USD),10552.0
2007,chs_fbp,Output,millions of us dollars (USD),29849.0
2012,chs_fbp,Output,millions of us dollars (USD),37417.0
2007,ice_fbp,Output,millions of us dollars (USD),9022.0
2012,ice_fbp,Output,millions of us dollars (USD),7230.0
2007,tea_fbp,Output,millions of us dollars (USD),7358.0
2012,tea_fbp,Output,millions of us dollars (USD),12631.0
2007,mbm_che,Output,millions of us dollars (USD),11812.0
2012,mbm_che,Output,millions of us dollars (USD),12203.0
2007,chk_fbp,Output,millions of us dollars (USD),49297.0
2012,chk_fbp,Output,millions of us dollars (USD),57873.0
2007,ber_fbp,Output,millions of us dollars (USD),21080.0
2012,ber_fbp,Output,millions of us dollars (USD),28088.0
2007,why_fbp,Output,millions of us dollars (USD),8016.0
2012,why_fbp,Output,millions of us dollars (USD),15742.0
2007,wne_fbp,Output,millions of us dollars (USD),12472.0
2012,wne_fbp,Output,millions of us dollars (USD),15547.0
2007,cig_fbp,Output,millions of us dollars (USD),44584.0
2012,cig_fbp,Output,millions of us dollars (USD),40056.0
2007,fyt_tex,Output,millions of us dollars (USD),5541.0
2012,fyt_tex,Output,millions of us dollars (USD),4826.0
2007,plp_ppd,Output,millions of us dollars (USD),6853.0
2012,plp_ppd,Output,millions of us dollars (USD),7538.0
2007,bot_pla,Output,millions of us dollars (USD),11592.0
2012,bot_pla,Output,millions of us dollars (USD),12335.0
2007,bsp_adm,Output,millions of us dollars (USD),72434.0
2012,bsp_adm,Output,millions of us dollars (USD),71586.0
2007,ptr_che,Output,millions of us dollars (USD),94799.0
2012,ptr_che,Output,millions of us dollars (USD),104344.0
2007,pag_che,Output,millions of us dollars (USD),11568.0
2012,pag_che,Output,millions of us dollars (USD),14940.0
2007,dru_wht,Output,millions of us dollars (USD),95443.0
2012,dru_wht,Output,millions of us dollars (USD),135127.0
2007,bio_che,Output,millions of us dollars (USD),19647.0
2012,bio_che,Output,millions of us dollars (USD),24178.0
2007,aut_rnt,Output,millions of us dollars (USD),96305.0
2012,aut_rnt,Output,millions of us dollars (USD),93173.0
2007,atr_osv,Output,millions of us dollars (USD),178366.0
2012,atr_osv,Output,millions of us dollars (USD),176740.0
2007,sys_com,Output,millions of us dollars (USD),90374.0
2012,sys_com,Output,millions of us dollars (USD),140788.0
2007,ocs_com,Output,millions of us dollars (USD),49110.0
2012,ocs_com,Output,millions of us dollars (USD),71657.0
2007,eqr_osv,Output,millions of us dollars (USD),38872.0
2012,eqr_osv,Output,millions of us dollars (USD),46525.0
2007,imr_osv,Output,millions of us dollars (USD),52685.0
2012,imr_osv,Output,millions of us dollars (USD),58513.0
2007,cmg_rnt,Output,millions of us dollars (USD),37650.0
2012,cmg_rnt,Output,millions of us dollars (USD),31656.0
2007,sce_otr,Output,millions of us dollars (USD),108557.0
2012,sce_otr,Output,millions of us dollars (USD),127059.0
2007,wrh_wrh,Output,millions of us dollars (USD),72311.0
2012,wrh_wrh,Output,millions of us dollars (USD),112005.0
2007,ele_wht,Output,millions of us dollars (USD),36976.0
2012,ele_wht,Output,millions of us dollars (USD),58371.0
2007,mvt_mvt,Output,millions of us dollars (USD),115847.0
2012,mvt_mvt,Output,millions of us dollars (USD),122617.0
2007,trk_trk,Output,millions of us dollars (USD),272768.0
2012,trk_trk,Output,millions of us dollars (USD),291223.0
2007,cre_bnk,Output,millions of us dollars (USD),218722.0
2012,cre_bnk,Output,millions of us dollars (USD),287333.0
2007,agn_ins,Output,millions of us dollars (USD),185567.0
2012,agn_ins,Output,millions of us dollars (USD),297292.0
2007,oes_edu,Output,millions of us dollars (USD),58485.0
2012,oes_edu,Output,millions of us dollars (USD),72588.0
2007,fbt_fbt,Output,millions of us dollars (USD),153681.0
2012,fbt_fbt,Output,millions of us dollars (USD),171974.0
2007,amu_rec,Output,millions of us dollars (USD),11436.0
2012,amu_rec,Output,millions of us dollars (USD),10899.0
2007,lim_res,Output,millions of us dollars (USD),245225.0
2012,lim_res,Output,millions of us dollars (USD),279730.0
2007,ofd_res,Output,millions of us dollars (USD),111328.0
2012,ofd_res,Output,millions of us dollars (USD),143093.0
2007,ops_osv,Output,millions of us dollars (USD),56149.0
2012,ops_osv,Output,millions of us dollars (USD),62468.0
2007,gmt_gmt,Output,millions of us dollars (USD),155744.0
2012,gmt_gmt,Output,millions of us dollars (USD),164814.0
2007,des_tsv,Output,millions of us dollars (USD),28053.0
2012,des_tsv,Output,millions of us dollars (USD),25906.0
2007,pht_tsv,Output,millions of us dollars (USD),11553.0
2012,pht_tsv,Output,millions of us dollars (USD),10621.0
2007,dwe_adm,Output,millions of us dollars (USD),139980.0
2012,dwe_adm,Output,millions of us dollars (USD),139497.0
2007,trv_adm,Output,millions of us dollars (USD),39733.0
2012,trv_adm,Output,millions of us dollars (USD),37525.0
2007,ohp_amb,Output,millions of us dollars (USD),61786.0
2012,ohp_amb,Output,millions of us dollars (USD),82184.0
2007,pcs_osv,Output,millions of us dollars (USD),58620.0
2012,pcs_osv,Output,millions of us dollars (USD),66700.0
2007,dry_osv,Output,millions of us dollars (USD),25406.0
2012,dry_osv,Output,millions of us dollars (USD),24975.0
2007,hea_ott,Output,millions of us dollars (USD),76919.0
2012,hea_ott,Output,millions of us dollars (USD),89162.0
2007,car_ins,Output,millions of us dollars (USD),412869.0
2012,car_ins,Output,millions of us dollars (USD),415057.0
2007,gas_ott,Output,millions of us dollars (USD),57025.0
2012,gas_ott,Output,millions of us dollars (USD),56312.0
2007,clo_ott,Output,millions of us dollars (USD),98317.0
2012,clo_ott,Output,millions of us dollars (USD),107581.0
2007,mkt_tsv,Output,millions of us dollars (USD),63988.0
2012,mkt_tsv,Output,millions of us dollars (USD),80031.0
2007,non_ott,Output,millions of us dollars (USD),122289.0
2012,non_ott,Output,millions of us dollars (USD),149696.0
2007,wtl_brd,Output,millions of us dollars (USD),295370.0
2012,wtl_brd,Output,millions of us dollars (USD),310337.0
2007,civ_osv,Output,millions of us dollars (USD),57989.0
2012,civ_osv,Output,millions of us dollars (USD),72649.0
2007,air_air,Output,millions of us dollars (USD),145707.0
2012,air_air,Output,millions of us dollars (USD),179582.0
2007,arc_tsv,Output,millions of us dollars (USD),271982.0
2012,arc_tsv,Output,millions of us dollars (USD),286567.0
2007,oas_amb,Output,millions of us dollars (USD),34526.0
2012,oas_amb,Output,millions of us dollars (USD),33862.0
2007,trn_trn,Output,millions of us dollars (USD),60679.0
2012,trn_trn,Output,millions of us dollars (USD),78970.0
2007,wtt_wtt,Output,millions of us dollars (USD),47976.0
2012,wtt_wtt,Output,millions of us dollars (USD),46119.0
2007,cas_rec,Output,millions of us dollars (USD),83607.0
2012,cas_rec,Output,millions of us dollars (USD),87590.0
2007,mes_otr,Output,millions of us dollars (USD),83539.0
2012,mes_otr,Output,millions of us dollars (USD),74143.0
2007,mgt_tsv,Output,millions of us dollars (USD),142588.0
2012,mgt_tsv,Output,millions of us dollars (USD),194475.0
2007,wst_wst,Output,millions of us dollars (USD),86907.0
2012,wst_wst,Output,millions of us dollars (USD),95207.0
2007,grd_grd,Output,millions of us dollars (USD),56444.0
2012,grd_grd,Output,millions of us dollars (USD),65244.0
2007,ore_ore,Output,millions of us dollars (USD),902398.0
2012,ore_ore,Output,millions of us dollars (USD),919250.0
2007,oss_adm,Output,millions of us dollars (USD),36675.0
2012,oss_adm,Output,millions of us dollars (USD),33613.0
2007,new_pub,Output,millions of us dollars (USD),10823.0
2012,new_pub,Output,millions of us dollars (USD),8608.0
2007,pdl_pub,Output,millions of us dollars (USD),20746.0
2012,pdl_pub,Output,millions of us dollars (USD),11266.0
2007,mal_pub,Output,millions of us dollars (USD),12101.0
2012,mal_pub,Output,millions of us dollars (USD),10458.0
2007,int_dat,Output,millions of us dollars (USD),17415.0
2012,int_dat,Output,millions of us dollars (USD),50151.0
2007,new_dat,Output,millions of us dollars (USD),8635.0
2012,new_dat,Output,millions of us dollars (USD),8336.0
2007,bok_pub,Output,millions of us dollars (USD),35844.0
2012,bok_pub,Output,millions of us dollars (USD),30747.0
2007,sfw_pub,Output,millions of us dollars (USD),130147.0
2012,sfw_pub,Output,millions of us dollars (USD),146902.0
2007,dpr_dat,Output,millions of us dollars (USD),85540.0
2012,dpr_dat,Output,millions of us dollars (USD),110982.0
2007,pic_mov,Output,millions of us dollars (USD),112374.0
2012,pic_mov,Output,millions of us dollars (USD),112087.0
2007,snd_mov,Output,millions of us dollars (USD),21234.0
2012,snd_mov,Output,millions of us dollars (USD),15725.0
2007,rad_brd,Output,millions of us dollars (USD),19907.0
2012,rad_brd,Output,millions of us dollars (USD),49398.0
2007,cbl_brd,Output,millions of us dollars (USD),33147.0
2012,cbl_brd,Output,millions of us dollars (USD),21162.0
2007,wls_brd,Output,millions of us dollars (USD),150619.0
2012,wls_brd,Output,millions of us dollars (USD),191552.0
2007,sat_brd,Output,millions of us dollars (USD),26595.0
2012,sat_brd,Output,millions of us dollars (USD),23802.0
2007,emp_adm,Output,millions of us dollars (USD),177217.0
2012,emp_adm,Output,millions of us dollars (USD),245691.0
2007,ofi_sec,Output,millions of us dollars (USD),313717.0
2012,ofi_sec,Output,millions of us dollars (USD),329654.0
2007,com_sec,Output,millions of us dollars (USD),208113.0
2012,com_sec,Output,millions of us dollars (USD),154625.0
2007,mon_bnk,Output,millions of us dollars (USD),418040.0
2012,mon_bnk,Output,millions of us dollars (USD),400493.0
2007,dir_ins,Output,millions of us dollars (USD),82796.0
2012,dir_ins,Output,millions of us dollars (USD),76100.0
2007,leg_leg,Output,millions of us dollars (USD),269791.0
2012,leg_leg,Output,millions of us dollars (USD),297097.0
2007,fin_fin,Output,millions of us dollars (USD),136230.0
2012,fin_fin,Output,millions of us dollars (USD),139733.0
2007,own_hou,Output,millions of us dollars (USD),1164003.0
2012,own_hou,Output,millions of us dollars (USD),1277186.0
2007,rnt_hou,Output,millions of us dollars (USD),352241.0
2012,rnt_hou,Output,millions of us dollars (USD),459203.0
2007,amd_amd,Output,millions of us dollars (USD),133750.0
2012,amd_amd,Output,millions of us dollars (USD),161349.0
2007,int_rnt,Output,millions of us dollars (USD),135599.0
2012,int_rnt,Output,millions of us dollars (USD),156272.0
2007,acc_tsv,Output,millions of us dollars (USD),128771.0
2012,acc_tsv,Output,millions of us dollars (USD),158597.0
2007,env_tsv,Output,millions of us dollars (USD),31880.0
2012,env_tsv,Output,millions of us dollars (USD),44449.0
2007,off_adm,Output,millions of us dollars (USD),43132.0
2012,off_adm,Output,millions of us dollars (USD),45617.0
2007,fac_adm,Output,millions of us dollars (USD),27055.0
2012,fac_adm,Output,millions of us dollars (USD),26227.0
2007,ind_art,Output,millions of us dollars (USD),24091.0
2012,ind_art,Output,millions of us dollars (USD),31731.0
2007,vet_tsv,Output,millions of us dollars (USD),22466.0
2012,vet_tsv,Output,millions of us dollars (USD),25519.0
2007,man_man,Output,millions of us dollars (USD),420440.0
2012,man_man,Output,millions of us dollars (USD),464408.0
2007,inv_adm,Output,millions of us dollars (USD),46180.0
2012,inv_adm,Output,millions of us dollars (USD),52143.0
2007,phy_amb,Output,millions of us dollars (USD),346994.0
2012,phy_amb,Output,millions of us dollars (USD),415071.0
2007,cmf_soc,Output,millions of us dollars (USD),34010.0
2012,cmf_soc,Output,millions of us dollars (USD),43633.0
2007,sec_edu,Output,millions of us dollars (USD),38699.0
2012,sec_edu,Output,millions of us dollars (USD),41383.0
2007,uni_edu,Output,millions of us dollars (USD),170794.0
2012,uni_edu,Output,millions of us dollars (USD),220985.0
2007,spr_art,Output,millions of us dollars (USD),27403.0
2012,spr_art,Output,millions of us dollars (USD),31699.0
2007,ful_res,Output,millions of us dollars (USD),227568.0
2012,ful_res,Output,millions of us dollars (USD),264276.0
2007,dnt_amb,Output,millions of us dollars (USD),96992.0
2012,dnt_amb,Output,millions of us dollars (USD),107155.0
2007,lab_amb,Output,millions of us dollars (USD),37243.0
2012,lab_amb,Output,millions of us dollars (USD),52023.0
2007,out_amb,Output,millions of us dollars (USD),78367.0
2012,out_amb,Output,millions of us dollars (USD),102646.0
2007,hom_amb,Output,millions of us dollars (USD),64554.0
2012,hom_amb,Output,millions of us dollars (USD),87064.0
2007,hos_hos,Output,millions of us dollars (USD),647552.0
2012,hos_hos,Output,millions of us dollars (USD),852963.0
2007,ncc_nrs,Output,millions of us dollars (USD),137262.0
2012,ncc_nrs,Output,millions of us dollars (USD),166304.0
2007,res_nrs,Output,millions of us dollars (USD),34275.0
2012,res_nrs,Output,millions of us dollars (USD),40908.0
2007,day_soc,Output,millions of us dollars (USD),42339.0
2012,day_soc,Output,millions of us dollars (USD),46803.0
2007,ifs_soc,Output,millions of us dollars (USD),58180.0
2012,ifs_soc,Output,millions of us dollars (USD),80264.0
2007,pfm_art,Output,millions of us dollars (USD),27092.0
2012,pfm_art,Output,millions of us dollars (USD),28606.0
2007,agt_art,Output,millions of us dollars (USD),21464.0
2012,agt_art,Output,millions of us dollars (USD),23075.0
2007,mus_art,Output,millions of us dollars (USD),12161.0
2012,mus_art,Output,millions of us dollars (USD),14301.0
