yr,va,j,value
2000,surplus,pip,3.2065151637319125
2000,surplus,sle,31.2030671110433
2000,surplus,osv,95.37218990209973
2000,surplus,trn,6.6619293267292425
2000,surplus,smn,3.655043726137637
2000,surplus,fmt,39.01255997822347
2000,surplus,pet,39.79828072045738
2000,surplus,mvt,34.38475781611913
2000,surplus,cep,70.90870029470683
2000,surplus,wst,9.624344832081002
2000,surplus,mot,55.19739809348065
2000,surplus,adm,46.82108523085554
2000,surplus,soc,9.328669350404109
2000,surplus,alt,5.9014482971067
2000,surplus,pmt,11.503147078782645
2000,surplus,trk,34.34866829243222
2000,surplus,fdd,102.93726963531579
2000,surplus,gmt,12.08360660194341
2000,surplus,wtt,4.117343529153314
2000,surplus,wpd,5.46410969317736
2000,surplus,wht,157.0893059856251
2000,surplus,wrh,6.252485937966873
2000,surplus,ott,81.87812174291996
2000,surplus,che,108.88382748217418
2000,surplus,air,5.638690481682652
2000,surplus,mmf,20.836630756647867
2000,surplus,otr,15.01603644271087
2000,surplus,min,12.167337465337452
2000,compen,ppd,33.88649823670983
2000,compen,res,125.2885290188311
2000,compen,com,106.26289460423335
2000,compen,amb,218.56889834184426
2000,compen,fbp,71.56231638138414
2000,compen,rec,28.839875589340103
2000,compen,con,308.34752227405045
2000,compen,agr,19.56232076164803
2000,compen,eec,31.25093923592781
2000,compen,fnd,86.06471984378449
2000,compen,pub,75.69885673405966
2000,compen,hou,10.793788830233618
2000,compen,fbt,65.37000768241161
2000,compen,ins,133.71951813092866
2000,compen,tex,20.251626763954
2000,compen,leg,75.13700681699291
2000,compen,fen,53.92932118193278
2000,compen,uti,50.26279360908378
2000,compen,nmp,25.939218825666995
2000,compen,brd,109.66418127237121
2000,compen,bnk,134.56467230134336
2000,compen,ore,43.915564953664365
2000,compen,edu,74.58820879212006
2000,compen,ote,51.33989621820389
2000,compen,man,147.71751899853376
2000,compen,mch,80.00572249837612
2000,compen,dat,31.696379073839523
2000,compen,amd,49.99557188450286
2000,compen,oil,13.354680807058324
2000,compen,hos,163.1729126070485
2000,compen,rnt,24.3299504071616
2000,compen,pla,40.11874492116569
2000,compen,fof,10.51196439138219
2000,compen,fin,1.0924621491467372
2000,compen,tsv,273.2303442854359
2000,compen,nrs,64.08933877365772
2000,compen,sec,140.85786261617338
2000,compen,art,26.499537546097102
2000,compen,mov,20.41302038715516
2000,compen,fpd,23.769765743783932
2000,compen,slg,730.4176317040943
2000,compen,pri,35.0920258888763
2000,compen,grd,10.474308201883137
2000,compen,pip,4.803420306545029
2000,compen,sle,54.554904531502274
2000,compen,osv,171.8205642334205
2000,compen,trn,16.11401319394193
2000,compen,smn,9.804129405771933
2000,compen,fmt,80.3073116537924
2000,compen,pet,11.06267444639885
2000,compen,mvt,77.14592601611197
2000,compen,cep,149.07115888607584
2000,compen,wst,14.300685831425655
2000,compen,mot,79.9917485916532
2000,compen,adm,203.9729852365623
2000,compen,soc,42.336501222628016
2000,compen,alt,15.718052055664211
2000,compen,pmt,37.685479082327504
2000,compen,trk,58.654326446380956
2000,compen,fdd,119.56858671691967
2000,compen,gmt,55.29225462685186
2000,compen,wtt,3.3390776513835254
2000,compen,wpd,22.06525824598395
2000,compen,wht,324.9779070820028
2000,compen,wrh,19.92500063104939
2000,compen,ott,203.95320657576832
2000,compen,che,73.90951145645234
2000,compen,air,41.990699363052755
2000,compen,mmf,37.154893704602074
2000,compen,otr,49.42593602960256
2000,compen,min,13.035936088533687
2001,surplus,ppd,19.746603532284535
2001,surplus,res,45.49440073846655
2001,surplus,com,3.1283025914692133
2001,surplus,amb,71.33823180846922
2001,surplus,fbp,83.11318974837046
2001,surplus,rec,9.70766254481578
2001,surplus,con,155.9527464504432
2001,surplus,agr,72.36398184775581
2001,surplus,eec,13.329094912921123
2001,surplus,fnd,59.746456930048275
2001,surplus,pub,37.416649314549026
2001,surplus,hou,857.7201666609958
2001,surplus,fbt,26.711095666500693
2001,surplus,ins,105.40085884414916
2001,surplus,tex,5.703852757678926
2001,surplus,leg,54.00752213302531
2001,surplus,fen,8.201084223438448
2001,surplus,uti,99.87724114509537
2001,surplus,nmp,14.182836388452897
2001,surplus,brd,139.88764747878383
2001,surplus,bnk,183.6896091888532
2001,surplus,ore,134.32218665878685
2001,surplus,edu,18.235243779712153
2001,surplus,ote,24.049208060168127
2001,surplus,man,18.18465579738962
2001,surplus,mch,28.20036363471536
2001,surplus,dat,18.03013917401695
2001,surplus,amd,26.608299670223538
2001,surplus,oil,50.955857111138535
2001,surplus,hos,23.691949519524524
2001,surplus,rnt,113.8742040445652
2001,surplus,pla,23.393246467314523
2001,surplus,fof,10.408895057315918
2001,surplus,fin,13.296277209851192
2001,surplus,tsv,137.197172474305
2001,surplus,nrs,3.5297685455294077
2001,surplus,sec,29.155696121081174
2001,surplus,art,19.735923449102078
2001,surplus,mov,38.74058897735332
2001,surplus,fpd,7.9396394541570485
2001,surplus,slg,96.8189428506853
2001,surplus,pri,7.73081617608734
2001,surplus,grd,7.396632966557199
2001,surplus,pip,9.817373388054152
